,path,Emotion,Speaker,Label
813,data/CREMA-D/AudioWAV\1011_IEO_ANG_HI.wav,angry,Men,Men_angry
814,data/CREMA-D/AudioWAV\1011_IEO_ANG_LO.wav,angry,Men,Men_angry
815,data/CREMA-D/AudioWAV\1011_IEO_ANG_MD.wav,angry,Men,Men_angry
816,data/CREMA-D/AudioWAV\1011_IEO_DIS_HI.wav,disgust,Men,Men_disgust
817,data/CREMA-D/AudioWAV\1011_IEO_DIS_LO.wav,disgust,Men,Men_disgust
818,data/CREMA-D/AudioWAV\1011_IEO_DIS_MD.wav,disgust,Men,Men_disgust
819,data/CREMA-D/AudioWAV\1011_IEO_FEA_HI.wav,fearful,Men,Men_fearful
820,data/CREMA-D/AudioWAV\1011_IEO_FEA_LO.wav,fearful,Men,Men_fearful
821,data/CREMA-D/AudioWAV\1011_IEO_FEA_MD.wav,fearful,Men,Men_fearful
822,data/CREMA-D/AudioWAV\1011_IEO_HAP_HI.wav,happy,Men,Men_happy
823,data/CREMA-D/AudioWAV\1011_IEO_HAP_LO.wav,happy,Men,Men_happy
824,data/CREMA-D/AudioWAV\1011_IEO_HAP_MD.wav,happy,Men,Men_happy
825,data/CREMA-D/AudioWAV\1011_IEO_NEU_XX.wav,neutral,Men,Men_neutral
826,data/CREMA-D/AudioWAV\1011_IEO_SAD_HI.wav,sad,Men,Men_sad
827,data/CREMA-D/AudioWAV\1011_IEO_SAD_LO.wav,sad,Men,Men_sad
828,data/CREMA-D/AudioWAV\1011_IEO_SAD_MD.wav,sad,Men,Men_sad
829,data/CREMA-D/AudioWAV\1011_IOM_ANG_XX.wav,angry,Men,Men_angry
830,data/CREMA-D/AudioWAV\1011_IOM_DIS_XX.wav,disgust,Men,Men_disgust
831,data/CREMA-D/AudioWAV\1011_IOM_FEA_XX.wav,fearful,Men,Men_fearful
832,data/CREMA-D/AudioWAV\1011_IOM_HAP_XX.wav,happy,Men,Men_happy
833,data/CREMA-D/AudioWAV\1011_IOM_NEU_XX.wav,neutral,Men,Men_neutral
834,data/CREMA-D/AudioWAV\1011_IOM_SAD_XX.wav,sad,Men,Men_sad
835,data/CREMA-D/AudioWAV\1011_ITH_ANG_XX.wav,angry,Men,Men_angry
836,data/CREMA-D/AudioWAV\1011_ITH_DIS_XX.wav,disgust,Men,Men_disgust
837,data/CREMA-D/AudioWAV\1011_ITH_FEA_XX.wav,fearful,Men,Men_fearful
838,data/CREMA-D/AudioWAV\1011_ITH_HAP_XX.wav,happy,Men,Men_happy
839,data/CREMA-D/AudioWAV\1011_ITH_NEU_XX.wav,neutral,Men,Men_neutral
840,data/CREMA-D/AudioWAV\1011_ITH_SAD_XX.wav,sad,Men,Men_sad
841,data/CREMA-D/AudioWAV\1011_ITS_ANG_XX.wav,angry,Men,Men_angry
842,data/CREMA-D/AudioWAV\1011_ITS_DIS_XX.wav,disgust,Men,Men_disgust
843,data/CREMA-D/AudioWAV\1011_ITS_FEA_XX.wav,fearful,Men,Men_fearful
844,data/CREMA-D/AudioWAV\1011_ITS_HAP_XX.wav,happy,Men,Men_happy
845,data/CREMA-D/AudioWAV\1011_ITS_NEU_XX.wav,neutral,Men,Men_neutral
846,data/CREMA-D/AudioWAV\1011_ITS_SAD_XX.wav,sad,Men,Men_sad
847,data/CREMA-D/AudioWAV\1011_IWL_ANG_XX.wav,angry,Men,Men_angry
848,data/CREMA-D/AudioWAV\1011_IWL_DIS_XX.wav,disgust,Men,Men_disgust
849,data/CREMA-D/AudioWAV\1011_IWL_FEA_XX.wav,fearful,Men,Men_fearful
850,data/CREMA-D/AudioWAV\1011_IWL_HAP_XX.wav,happy,Men,Men_happy
851,data/CREMA-D/AudioWAV\1011_IWL_NEU_XX.wav,neutral,Men,Men_neutral
852,data/CREMA-D/AudioWAV\1011_IWL_SAD_XX.wav,sad,Men,Men_sad
853,data/CREMA-D/AudioWAV\1011_IWW_ANG_XX.wav,angry,Men,Men_angry
854,data/CREMA-D/AudioWAV\1011_IWW_DIS_XX.wav,disgust,Men,Men_disgust
855,data/CREMA-D/AudioWAV\1011_IWW_FEA_XX.wav,fearful,Men,Men_fearful
856,data/CREMA-D/AudioWAV\1011_IWW_HAP_XX.wav,happy,Men,Men_happy
857,data/CREMA-D/AudioWAV\1011_IWW_NEU_XX.wav,neutral,Men,Men_neutral
858,data/CREMA-D/AudioWAV\1011_IWW_SAD_XX.wav,sad,Men,Men_sad
859,data/CREMA-D/AudioWAV\1011_MTI_ANG_XX.wav,angry,Men,Men_angry
860,data/CREMA-D/AudioWAV\1011_MTI_DIS_XX.wav,disgust,Men,Men_disgust
861,data/CREMA-D/AudioWAV\1011_MTI_FEA_XX.wav,fearful,Men,Men_fearful
862,data/CREMA-D/AudioWAV\1011_MTI_HAP_XX.wav,happy,Men,Men_happy
863,data/CREMA-D/AudioWAV\1011_MTI_NEU_XX.wav,neutral,Men,Men_neutral
864,data/CREMA-D/AudioWAV\1011_MTI_SAD_XX.wav,sad,Men,Men_sad
865,data/CREMA-D/AudioWAV\1011_TAI_ANG_XX.wav,angry,Men,Men_angry
866,data/CREMA-D/AudioWAV\1011_TAI_DIS_XX.wav,disgust,Men,Men_disgust
867,data/CREMA-D/AudioWAV\1011_TAI_FEA_XX.wav,fearful,Men,Men_fearful
868,data/CREMA-D/AudioWAV\1011_TAI_HAP_XX.wav,happy,Men,Men_happy
869,data/CREMA-D/AudioWAV\1011_TAI_NEU_XX.wav,neutral,Men,Men_neutral
870,data/CREMA-D/AudioWAV\1011_TAI_SAD_XX.wav,sad,Men,Men_sad
871,data/CREMA-D/AudioWAV\1011_TIE_ANG_XX.wav,angry,Men,Men_angry
872,data/CREMA-D/AudioWAV\1011_TIE_DIS_XX.wav,disgust,Men,Men_disgust
873,data/CREMA-D/AudioWAV\1011_TIE_FEA_XX.wav,fearful,Men,Men_fearful
874,data/CREMA-D/AudioWAV\1011_TIE_HAP_XX.wav,happy,Men,Men_happy
875,data/CREMA-D/AudioWAV\1011_TIE_NEU_XX.wav,neutral,Men,Men_neutral
876,data/CREMA-D/AudioWAV\1011_TIE_SAD_XX.wav,sad,Men,Men_sad
877,data/CREMA-D/AudioWAV\1011_TSI_ANG_XX.wav,angry,Men,Men_angry
878,data/CREMA-D/AudioWAV\1011_TSI_DIS_XX.wav,disgust,Men,Men_disgust
879,data/CREMA-D/AudioWAV\1011_TSI_FEA_XX.wav,fearful,Men,Men_fearful
880,data/CREMA-D/AudioWAV\1011_TSI_HAP_XX.wav,happy,Men,Men_happy
881,data/CREMA-D/AudioWAV\1011_TSI_NEU_XX.wav,neutral,Men,Men_neutral
882,data/CREMA-D/AudioWAV\1011_TSI_SAD_XX.wav,sad,Men,Men_sad
883,data/CREMA-D/AudioWAV\1011_WSI_ANG_XX.wav,angry,Men,Men_angry
884,data/CREMA-D/AudioWAV\1011_WSI_DIS_XX.wav,disgust,Men,Men_disgust
885,data/CREMA-D/AudioWAV\1011_WSI_FEA_XX.wav,fearful,Men,Men_fearful
886,data/CREMA-D/AudioWAV\1011_WSI_HAP_XX.wav,happy,Men,Men_happy
887,data/CREMA-D/AudioWAV\1011_WSI_NEU_XX.wav,neutral,Men,Men_neutral
888,data/CREMA-D/AudioWAV\1011_WSI_SAD_XX.wav,sad,Men,Men_sad
889,data/CREMA-D/AudioWAV\1012_DFA_ANG_XX.wav,angry,Women,Women_angry
890,data/CREMA-D/AudioWAV\1012_DFA_DIS_XX.wav,disgust,Women,Women_disgust
891,data/CREMA-D/AudioWAV\1012_DFA_FEA_XX.wav,fearful,Women,Women_fearful
892,data/CREMA-D/AudioWAV\1012_DFA_HAP_XX.wav,happy,Women,Women_happy
893,data/CREMA-D/AudioWAV\1012_DFA_NEU_XX.wav,neutral,Women,Women_neutral
894,data/CREMA-D/AudioWAV\1012_DFA_SAD_XX.wav,sad,Women,Women_sad
895,data/CREMA-D/AudioWAV\1012_IEO_ANG_HI.wav,angry,Women,Women_angry
896,data/CREMA-D/AudioWAV\1012_IEO_ANG_LO.wav,angry,Women,Women_angry
897,data/CREMA-D/AudioWAV\1012_IEO_ANG_MD.wav,angry,Women,Women_angry
898,data/CREMA-D/AudioWAV\1012_IEO_DIS_HI.wav,disgust,Women,Women_disgust
899,data/CREMA-D/AudioWAV\1012_IEO_DIS_LO.wav,disgust,Women,Women_disgust
900,data/CREMA-D/AudioWAV\1012_IEO_DIS_MD.wav,disgust,Women,Women_disgust
901,data/CREMA-D/AudioWAV\1012_IEO_FEA_HI.wav,fearful,Women,Women_fearful
902,data/CREMA-D/AudioWAV\1012_IEO_FEA_LO.wav,fearful,Women,Women_fearful
903,data/CREMA-D/AudioWAV\1012_IEO_FEA_MD.wav,fearful,Women,Women_fearful
904,data/CREMA-D/AudioWAV\1012_IEO_HAP_HI.wav,happy,Women,Women_happy
905,data/CREMA-D/AudioWAV\1012_IEO_HAP_LO.wav,happy,Women,Women_happy
906,data/CREMA-D/AudioWAV\1012_IEO_HAP_MD.wav,happy,Women,Women_happy
907,data/CREMA-D/AudioWAV\1012_IEO_NEU_XX.wav,neutral,Women,Women_neutral
908,data/CREMA-D/AudioWAV\1012_IEO_SAD_HI.wav,sad,Women,Women_sad
909,data/CREMA-D/AudioWAV\1012_IEO_SAD_LO.wav,sad,Women,Women_sad
910,data/CREMA-D/AudioWAV\1012_IEO_SAD_MD.wav,sad,Women,Women_sad
911,data/CREMA-D/AudioWAV\1012_IOM_ANG_XX.wav,angry,Women,Women_angry
912,data/CREMA-D/AudioWAV\1012_IOM_DIS_XX.wav,disgust,Women,Women_disgust
913,data/CREMA-D/AudioWAV\1012_IOM_FEA_XX.wav,fearful,Women,Women_fearful
914,data/CREMA-D/AudioWAV\1012_IOM_HAP_XX.wav,happy,Women,Women_happy
915,data/CREMA-D/AudioWAV\1012_IOM_NEU_XX.wav,neutral,Women,Women_neutral
916,data/CREMA-D/AudioWAV\1012_IOM_SAD_XX.wav,sad,Women,Women_sad
917,data/CREMA-D/AudioWAV\1012_ITH_ANG_XX.wav,angry,Women,Women_angry
918,data/CREMA-D/AudioWAV\1012_ITH_DIS_XX.wav,disgust,Women,Women_disgust
919,data/CREMA-D/AudioWAV\1012_ITH_FEA_XX.wav,fearful,Women,Women_fearful
920,data/CREMA-D/AudioWAV\1012_ITH_HAP_XX.wav,happy,Women,Women_happy
921,data/CREMA-D/AudioWAV\1012_ITH_NEU_XX.wav,neutral,Women,Women_neutral
922,data/CREMA-D/AudioWAV\1012_ITH_SAD_XX.wav,sad,Women,Women_sad
923,data/CREMA-D/AudioWAV\1012_ITS_ANG_XX.wav,angry,Women,Women_angry
924,data/CREMA-D/AudioWAV\1012_ITS_DIS_XX.wav,disgust,Women,Women_disgust
925,data/CREMA-D/AudioWAV\1012_ITS_FEA_XX.wav,fearful,Women,Women_fearful
926,data/CREMA-D/AudioWAV\1012_ITS_HAP_XX.wav,happy,Women,Women_happy
927,data/CREMA-D/AudioWAV\1012_ITS_NEU_XX.wav,neutral,Women,Women_neutral
928,data/CREMA-D/AudioWAV\1012_ITS_SAD_XX.wav,sad,Women,Women_sad
929,data/CREMA-D/AudioWAV\1012_IWL_ANG_XX.wav,angry,Women,Women_angry
930,data/CREMA-D/AudioWAV\1012_IWL_DIS_XX.wav,disgust,Women,Women_disgust
931,data/CREMA-D/AudioWAV\1012_IWL_FEA_XX.wav,fearful,Women,Women_fearful
932,data/CREMA-D/AudioWAV\1012_IWL_HAP_XX.wav,happy,Women,Women_happy
933,data/CREMA-D/AudioWAV\1012_IWL_NEU_XX.wav,neutral,Women,Women_neutral
934,data/CREMA-D/AudioWAV\1012_IWL_SAD_XX.wav,sad,Women,Women_sad
935,data/CREMA-D/AudioWAV\1012_IWW_ANG_XX.wav,angry,Women,Women_angry
936,data/CREMA-D/AudioWAV\1012_IWW_DIS_XX.wav,disgust,Women,Women_disgust
937,data/CREMA-D/AudioWAV\1012_IWW_FEA_XX.wav,fearful,Women,Women_fearful
938,data/CREMA-D/AudioWAV\1012_IWW_HAP_XX.wav,happy,Women,Women_happy
939,data/CREMA-D/AudioWAV\1012_IWW_NEU_XX.wav,neutral,Women,Women_neutral
940,data/CREMA-D/AudioWAV\1012_IWW_SAD_XX.wav,sad,Women,Women_sad
941,data/CREMA-D/AudioWAV\1012_MTI_ANG_XX.wav,angry,Women,Women_angry
942,data/CREMA-D/AudioWAV\1012_MTI_DIS_XX.wav,disgust,Women,Women_disgust
943,data/CREMA-D/AudioWAV\1012_MTI_FEA_XX.wav,fearful,Women,Women_fearful
944,data/CREMA-D/AudioWAV\1012_MTI_HAP_XX.wav,happy,Women,Women_happy
945,data/CREMA-D/AudioWAV\1012_MTI_NEU_XX.wav,neutral,Women,Women_neutral
946,data/CREMA-D/AudioWAV\1012_MTI_SAD_XX.wav,sad,Women,Women_sad
947,data/CREMA-D/AudioWAV\1012_TAI_ANG_XX.wav,angry,Women,Women_angry
948,data/CREMA-D/AudioWAV\1012_TAI_DIS_XX.wav,disgust,Women,Women_disgust
949,data/CREMA-D/AudioWAV\1012_TAI_FEA_XX.wav,fearful,Women,Women_fearful
950,data/CREMA-D/AudioWAV\1012_TAI_HAP_XX.wav,happy,Women,Women_happy
951,data/CREMA-D/AudioWAV\1012_TAI_NEU_XX.wav,neutral,Women,Women_neutral
952,data/CREMA-D/AudioWAV\1012_TAI_SAD_XX.wav,sad,Women,Women_sad
953,data/CREMA-D/AudioWAV\1012_TIE_ANG_XX.wav,angry,Women,Women_angry
954,data/CREMA-D/AudioWAV\1012_TIE_DIS_XX.wav,disgust,Women,Women_disgust
955,data/CREMA-D/AudioWAV\1012_TIE_FEA_XX.wav,fearful,Women,Women_fearful
956,data/CREMA-D/AudioWAV\1012_TIE_HAP_XX.wav,happy,Women,Women_happy
957,data/CREMA-D/AudioWAV\1012_TIE_NEU_XX.wav,neutral,Women,Women_neutral
958,data/CREMA-D/AudioWAV\1012_TIE_SAD_XX.wav,sad,Women,Women_sad
959,data/CREMA-D/AudioWAV\1012_TSI_ANG_XX.wav,angry,Women,Women_angry
960,data/CREMA-D/AudioWAV\1012_TSI_DIS_XX.wav,disgust,Women,Women_disgust
961,data/CREMA-D/AudioWAV\1012_TSI_FEA_XX.wav,fearful,Women,Women_fearful
962,data/CREMA-D/AudioWAV\1012_TSI_HAP_XX.wav,happy,Women,Women_happy
963,data/CREMA-D/AudioWAV\1012_TSI_NEU_XX.wav,neutral,Women,Women_neutral
964,data/CREMA-D/AudioWAV\1012_TSI_SAD_XX.wav,sad,Women,Women_sad
965,data/CREMA-D/AudioWAV\1012_WSI_ANG_XX.wav,angry,Women,Women_angry
966,data/CREMA-D/AudioWAV\1012_WSI_DIS_XX.wav,disgust,Women,Women_disgust
967,data/CREMA-D/AudioWAV\1012_WSI_FEA_XX.wav,fearful,Women,Women_fearful
968,data/CREMA-D/AudioWAV\1012_WSI_HAP_XX.wav,happy,Women,Women_happy
969,data/CREMA-D/AudioWAV\1012_WSI_NEU_XX.wav,neutral,Women,Women_neutral
970,data/CREMA-D/AudioWAV\1012_WSI_SAD_XX.wav,sad,Women,Women_sad
971,data/CREMA-D/AudioWAV\1013_DFA_ANG_XX.wav,angry,Women,Women_angry
972,data/CREMA-D/AudioWAV\1013_DFA_DIS_XX.wav,disgust,Women,Women_disgust
973,data/CREMA-D/AudioWAV\1013_DFA_FEA_XX.wav,fearful,Women,Women_fearful
974,data/CREMA-D/AudioWAV\1013_DFA_HAP_XX.wav,happy,Women,Women_happy
975,data/CREMA-D/AudioWAV\1013_DFA_NEU_XX.wav,neutral,Women,Women_neutral
976,data/CREMA-D/AudioWAV\1013_DFA_SAD_XX.wav,sad,Women,Women_sad
977,data/CREMA-D/AudioWAV\1013_IEO_ANG_HI.wav,angry,Women,Women_angry
978,data/CREMA-D/AudioWAV\1013_IEO_ANG_LO.wav,angry,Women,Women_angry
979,data/CREMA-D/AudioWAV\1013_IEO_ANG_MD.wav,angry,Women,Women_angry
980,data/CREMA-D/AudioWAV\1013_IEO_DIS_HI.wav,disgust,Women,Women_disgust
981,data/CREMA-D/AudioWAV\1013_IEO_DIS_LO.wav,disgust,Women,Women_disgust
982,data/CREMA-D/AudioWAV\1013_IEO_DIS_MD.wav,disgust,Women,Women_disgust
983,data/CREMA-D/AudioWAV\1013_IEO_FEA_HI.wav,fearful,Women,Women_fearful
984,data/CREMA-D/AudioWAV\1013_IEO_FEA_LO.wav,fearful,Women,Women_fearful
985,data/CREMA-D/AudioWAV\1013_IEO_FEA_MD.wav,fearful,Women,Women_fearful
986,data/CREMA-D/AudioWAV\1013_IEO_HAP_HI.wav,happy,Women,Women_happy
987,data/CREMA-D/AudioWAV\1013_IEO_HAP_LO.wav,happy,Women,Women_happy
988,data/CREMA-D/AudioWAV\1013_IEO_HAP_MD.wav,happy,Women,Women_happy
989,data/CREMA-D/AudioWAV\1013_IEO_NEU_XX.wav,neutral,Women,Women_neutral
990,data/CREMA-D/AudioWAV\1013_IEO_SAD_HI.wav,sad,Women,Women_sad
991,data/CREMA-D/AudioWAV\1013_IEO_SAD_LO.wav,sad,Women,Women_sad
992,data/CREMA-D/AudioWAV\1013_IEO_SAD_MD.wav,sad,Women,Women_sad
993,data/CREMA-D/AudioWAV\1013_IOM_ANG_XX.wav,angry,Women,Women_angry
994,data/CREMA-D/AudioWAV\1013_IOM_DIS_XX.wav,disgust,Women,Women_disgust
995,data/CREMA-D/AudioWAV\1013_IOM_FEA_XX.wav,fearful,Women,Women_fearful
996,data/CREMA-D/AudioWAV\1013_IOM_HAP_XX.wav,happy,Women,Women_happy
997,data/CREMA-D/AudioWAV\1013_IOM_NEU_XX.wav,neutral,Women,Women_neutral
998,data/CREMA-D/AudioWAV\1013_IOM_SAD_XX.wav,sad,Women,Women_sad
999,data/CREMA-D/AudioWAV\1013_ITH_ANG_XX.wav,angry,Women,Women_angry
1000,data/CREMA-D/AudioWAV\1013_ITH_DIS_XX.wav,disgust,Women,Women_disgust
1001,data/CREMA-D/AudioWAV\1013_ITH_FEA_XX.wav,fearful,Women,Women_fearful
1002,data/CREMA-D/AudioWAV\1013_ITH_HAP_XX.wav,happy,Women,Women_happy
1003,data/CREMA-D/AudioWAV\1013_ITH_NEU_XX.wav,neutral,Women,Women_neutral
1004,data/CREMA-D/AudioWAV\1013_ITH_SAD_XX.wav,sad,Women,Women_sad
1005,data/CREMA-D/AudioWAV\1013_ITS_ANG_XX.wav,angry,Women,Women_angry
1006,data/CREMA-D/AudioWAV\1013_ITS_DIS_XX.wav,disgust,Women,Women_disgust
1007,data/CREMA-D/AudioWAV\1013_ITS_FEA_XX.wav,fearful,Women,Women_fearful
1008,data/CREMA-D/AudioWAV\1013_ITS_HAP_XX.wav,happy,Women,Women_happy
1009,data/CREMA-D/AudioWAV\1013_ITS_NEU_XX.wav,neutral,Women,Women_neutral
1010,data/CREMA-D/AudioWAV\1013_ITS_SAD_XX.wav,sad,Women,Women_sad
1011,data/CREMA-D/AudioWAV\1013_IWL_ANG_XX.wav,angry,Women,Women_angry
1012,data/CREMA-D/AudioWAV\1013_IWL_DIS_XX.wav,disgust,Women,Women_disgust
1013,data/CREMA-D/AudioWAV\1013_IWL_FEA_XX.wav,fearful,Women,Women_fearful
1014,data/CREMA-D/AudioWAV\1013_IWL_HAP_XX.wav,happy,Women,Women_happy
1015,data/CREMA-D/AudioWAV\1013_IWL_NEU_XX.wav,neutral,Women,Women_neutral
1016,data/CREMA-D/AudioWAV\1013_IWL_SAD_XX.wav,sad,Women,Women_sad
1017,data/CREMA-D/AudioWAV\1013_IWW_ANG_XX.wav,angry,Women,Women_angry
1018,data/CREMA-D/AudioWAV\1013_IWW_DIS_XX.wav,disgust,Women,Women_disgust
1019,data/CREMA-D/AudioWAV\1013_IWW_FEA_XX.wav,fearful,Women,Women_fearful
1020,data/CREMA-D/AudioWAV\1013_IWW_HAP_XX.wav,happy,Women,Women_happy
1021,data/CREMA-D/AudioWAV\1013_IWW_NEU_XX.wav,neutral,Women,Women_neutral
1022,data/CREMA-D/AudioWAV\1013_IWW_SAD_XX.wav,sad,Women,Women_sad
1023,data/CREMA-D/AudioWAV\1013_MTI_ANG_XX.wav,angry,Women,Women_angry
1024,data/CREMA-D/AudioWAV\1013_MTI_DIS_XX.wav,disgust,Women,Women_disgust
1025,data/CREMA-D/AudioWAV\1013_MTI_FEA_XX.wav,fearful,Women,Women_fearful
1026,data/CREMA-D/AudioWAV\1013_MTI_HAP_XX.wav,happy,Women,Women_happy
1027,data/CREMA-D/AudioWAV\1013_MTI_NEU_XX.wav,neutral,Women,Women_neutral
1028,data/CREMA-D/AudioWAV\1013_MTI_SAD_XX.wav,sad,Women,Women_sad
1029,data/CREMA-D/AudioWAV\1013_TAI_ANG_XX.wav,angry,Women,Women_angry
1030,data/CREMA-D/AudioWAV\1013_TAI_DIS_XX.wav,disgust,Women,Women_disgust
1031,data/CREMA-D/AudioWAV\1013_TAI_FEA_XX.wav,fearful,Women,Women_fearful
1032,data/CREMA-D/AudioWAV\1013_TAI_HAP_XX.wav,happy,Women,Women_happy
1033,data/CREMA-D/AudioWAV\1013_TAI_NEU_XX.wav,neutral,Women,Women_neutral
1034,data/CREMA-D/AudioWAV\1013_TAI_SAD_XX.wav,sad,Women,Women_sad
1035,data/CREMA-D/AudioWAV\1013_TIE_ANG_XX.wav,angry,Women,Women_angry
1036,data/CREMA-D/AudioWAV\1013_TIE_DIS_XX.wav,disgust,Women,Women_disgust
1037,data/CREMA-D/AudioWAV\1013_TIE_FEA_XX.wav,fearful,Women,Women_fearful
1038,data/CREMA-D/AudioWAV\1013_TIE_HAP_XX.wav,happy,Women,Women_happy
1039,data/CREMA-D/AudioWAV\1013_TIE_NEU_XX.wav,neutral,Women,Women_neutral
1040,data/CREMA-D/AudioWAV\1013_TIE_SAD_XX.wav,sad,Women,Women_sad
1041,data/CREMA-D/AudioWAV\1013_TSI_ANG_XX.wav,angry,Women,Women_angry
1042,data/CREMA-D/AudioWAV\1013_TSI_DIS_XX.wav,disgust,Women,Women_disgust
1043,data/CREMA-D/AudioWAV\1013_TSI_FEA_XX.wav,fearful,Women,Women_fearful
1044,data/CREMA-D/AudioWAV\1013_TSI_HAP_XX.wav,happy,Women,Women_happy
1045,data/CREMA-D/AudioWAV\1013_TSI_NEU_XX.wav,neutral,Women,Women_neutral
1046,data/CREMA-D/AudioWAV\1013_TSI_SAD_XX.wav,sad,Women,Women_sad
1047,data/CREMA-D/AudioWAV\1013_WSI_ANG_XX.wav,angry,Women,Women_angry
1048,data/CREMA-D/AudioWAV\1013_WSI_DIS_XX.wav,disgust,Women,Women_disgust
1049,data/CREMA-D/AudioWAV\1013_WSI_FEA_XX.wav,fearful,Women,Women_fearful
1050,data/CREMA-D/AudioWAV\1013_WSI_HAP_XX.wav,happy,Women,Women_happy
1051,data/CREMA-D/AudioWAV\1013_WSI_NEU_XX.wav,neutral,Women,Women_neutral
1052,data/CREMA-D/AudioWAV\1013_WSI_SAD_XX.wav,sad,Women,Women_sad
1053,data/CREMA-D/AudioWAV\1014_DFA_ANG_XX.wav,angry,Men,Men_angry
1054,data/CREMA-D/AudioWAV\1014_DFA_DIS_XX.wav,disgust,Men,Men_disgust
1055,data/CREMA-D/AudioWAV\1014_DFA_FEA_XX.wav,fearful,Men,Men_fearful
1056,data/CREMA-D/AudioWAV\1014_DFA_HAP_XX.wav,happy,Men,Men_happy
1057,data/CREMA-D/AudioWAV\1014_DFA_NEU_XX.wav,neutral,Men,Men_neutral
1058,data/CREMA-D/AudioWAV\1014_DFA_SAD_XX.wav,sad,Men,Men_sad
1059,data/CREMA-D/AudioWAV\1014_IEO_ANG_HI.wav,angry,Men,Men_angry
1060,data/CREMA-D/AudioWAV\1014_IEO_ANG_LO.wav,angry,Men,Men_angry
1061,data/CREMA-D/AudioWAV\1014_IEO_ANG_MD.wav,angry,Men,Men_angry
1062,data/CREMA-D/AudioWAV\1014_IEO_DIS_HI.wav,disgust,Men,Men_disgust
1063,data/CREMA-D/AudioWAV\1014_IEO_DIS_LO.wav,disgust,Men,Men_disgust
1064,data/CREMA-D/AudioWAV\1014_IEO_DIS_MD.wav,disgust,Men,Men_disgust
1065,data/CREMA-D/AudioWAV\1014_IEO_FEA_HI.wav,fearful,Men,Men_fearful
1066,data/CREMA-D/AudioWAV\1014_IEO_FEA_LO.wav,fearful,Men,Men_fearful
1067,data/CREMA-D/AudioWAV\1014_IEO_FEA_MD.wav,fearful,Men,Men_fearful
1068,data/CREMA-D/AudioWAV\1014_IEO_HAP_HI.wav,happy,Men,Men_happy
1069,data/CREMA-D/AudioWAV\1014_IEO_HAP_LO.wav,happy,Men,Men_happy
1070,data/CREMA-D/AudioWAV\1014_IEO_HAP_MD.wav,happy,Men,Men_happy
1071,data/CREMA-D/AudioWAV\1014_IEO_NEU_XX.wav,neutral,Men,Men_neutral
1072,data/CREMA-D/AudioWAV\1014_IEO_SAD_HI.wav,sad,Men,Men_sad
1073,data/CREMA-D/AudioWAV\1014_IEO_SAD_LO.wav,sad,Men,Men_sad
1074,data/CREMA-D/AudioWAV\1014_IEO_SAD_MD.wav,sad,Men,Men_sad
1075,data/CREMA-D/AudioWAV\1014_IOM_ANG_XX.wav,angry,Men,Men_angry
1076,data/CREMA-D/AudioWAV\1014_IOM_DIS_XX.wav,disgust,Men,Men_disgust
1077,data/CREMA-D/AudioWAV\1014_IOM_FEA_XX.wav,fearful,Men,Men_fearful
1078,data/CREMA-D/AudioWAV\1014_IOM_HAP_XX.wav,happy,Men,Men_happy
1079,data/CREMA-D/AudioWAV\1014_IOM_NEU_XX.wav,neutral,Men,Men_neutral
1080,data/CREMA-D/AudioWAV\1014_IOM_SAD_XX.wav,sad,Men,Men_sad
1081,data/CREMA-D/AudioWAV\1014_ITH_ANG_XX.wav,angry,Men,Men_angry
1082,data/CREMA-D/AudioWAV\1014_ITH_DIS_XX.wav,disgust,Men,Men_disgust
1083,data/CREMA-D/AudioWAV\1014_ITH_FEA_XX.wav,fearful,Men,Men_fearful
1084,data/CREMA-D/AudioWAV\1014_ITH_HAP_XX.wav,happy,Men,Men_happy
1085,data/CREMA-D/AudioWAV\1014_ITH_NEU_XX.wav,neutral,Men,Men_neutral
1086,data/CREMA-D/AudioWAV\1014_ITH_SAD_XX.wav,sad,Men,Men_sad
1087,data/CREMA-D/AudioWAV\1014_ITS_ANG_XX.wav,angry,Men,Men_angry
1088,data/CREMA-D/AudioWAV\1014_ITS_DIS_XX.wav,disgust,Men,Men_disgust
1089,data/CREMA-D/AudioWAV\1014_ITS_FEA_XX.wav,fearful,Men,Men_fearful
1090,data/CREMA-D/AudioWAV\1014_ITS_HAP_XX.wav,happy,Men,Men_happy
1091,data/CREMA-D/AudioWAV\1014_ITS_NEU_XX.wav,neutral,Men,Men_neutral
1092,data/CREMA-D/AudioWAV\1014_ITS_SAD_XX.wav,sad,Men,Men_sad
1093,data/CREMA-D/AudioWAV\1014_IWL_ANG_XX.wav,angry,Men,Men_angry
1094,data/CREMA-D/AudioWAV\1014_IWL_DIS_XX.wav,disgust,Men,Men_disgust
1095,data/CREMA-D/AudioWAV\1014_IWL_FEA_XX.wav,fearful,Men,Men_fearful
1096,data/CREMA-D/AudioWAV\1014_IWL_HAP_XX.wav,happy,Men,Men_happy
1097,data/CREMA-D/AudioWAV\1014_IWL_NEU_XX.wav,neutral,Men,Men_neutral
1098,data/CREMA-D/AudioWAV\1014_IWL_SAD_XX.wav,sad,Men,Men_sad
1099,data/CREMA-D/AudioWAV\1014_IWW_ANG_XX.wav,angry,Men,Men_angry
1100,data/CREMA-D/AudioWAV\1014_IWW_DIS_XX.wav,disgust,Men,Men_disgust
1101,data/CREMA-D/AudioWAV\1014_IWW_FEA_XX.wav,fearful,Men,Men_fearful
