,path,Speaker,Emotion,Label
693,data\RAVDEES\Actor_12\03-01-05-02-01-02-12.wav,Women,angry,Women_angry
694,data\RAVDEES\Actor_12\03-01-05-02-02-01-12.wav,Women,angry,Women_angry
695,data\RAVDEES\Actor_12\03-01-05-02-02-02-12.wav,Women,angry,Women_angry
696,data\RAVDEES\Actor_12\03-01-06-01-01-01-12.wav,Women,fearful,Women_fearful
697,data\RAVDEES\Actor_12\03-01-06-01-01-02-12.wav,Women,fearful,Women_fearful
698,data\RAVDEES\Actor_12\03-01-06-01-02-01-12.wav,Women,fearful,Women_fearful
699,data\RAVDEES\Actor_12\03-01-06-01-02-02-12.wav,Women,fearful,Women_fearful
700,data\RAVDEES\Actor_12\03-01-06-02-01-01-12.wav,Women,fearful,Women_fearful
701,data\RAVDEES\Actor_12\03-01-06-02-01-02-12.wav,Women,fearful,Women_fearful
702,data\RAVDEES\Actor_12\03-01-06-02-02-01-12.wav,Women,fearful,Women_fearful
703,data\RAVDEES\Actor_12\03-01-06-02-02-02-12.wav,Women,fearful,Women_fearful
704,data\RAVDEES\Actor_12\03-01-07-01-01-01-12.wav,Women,disgust,Women_disgust
705,data\RAVDEES\Actor_12\03-01-07-01-01-02-12.wav,Women,disgust,Women_disgust
706,data\RAVDEES\Actor_12\03-01-07-01-02-01-12.wav,Women,disgust,Women_disgust
707,data\RAVDEES\Actor_12\03-01-07-01-02-02-12.wav,Women,disgust,Women_disgust
708,data\RAVDEES\Actor_12\03-01-07-02-01-01-12.wav,Women,disgust,Women_disgust
709,data\RAVDEES\Actor_12\03-01-07-02-01-02-12.wav,Women,disgust,Women_disgust
710,data\RAVDEES\Actor_12\03-01-07-02-02-01-12.wav,Women,disgust,Women_disgust
711,data\RAVDEES\Actor_12\03-01-07-02-02-02-12.wav,Women,disgust,Women_disgust
712,data\RAVDEES\Actor_12\03-01-08-01-01-01-12.wav,Women,surprised,Women_surprised
713,data\RAVDEES\Actor_12\03-01-08-01-01-02-12.wav,Women,surprised,Women_surprised
714,data\RAVDEES\Actor_12\03-01-08-01-02-01-12.wav,Women,surprised,Women_surprised
715,data\RAVDEES\Actor_12\03-01-08-01-02-02-12.wav,Women,surprised,Women_surprised
716,data\RAVDEES\Actor_12\03-01-08-02-01-01-12.wav,Women,surprised,Women_surprised
717,data\RAVDEES\Actor_12\03-01-08-02-01-02-12.wav,Women,surprised,Women_surprised
718,data\RAVDEES\Actor_12\03-01-08-02-02-01-12.wav,Women,surprised,Women_surprised
719,data\RAVDEES\Actor_12\03-01-08-02-02-02-12.wav,Women,surprised,Women_surprised
720,data\RAVDEES\Actor_13\03-01-01-01-01-01-13.wav,Men,neutral,Men_neutral
721,data\RAVDEES\Actor_13\03-01-01-01-01-02-13.wav,Men,neutral,Men_neutral
722,data\RAVDEES\Actor_13\03-01-01-01-02-01-13.wav,Men,neutral,Men_neutral
723,data\RAVDEES\Actor_13\03-01-01-01-02-02-13.wav,Men,neutral,Men_neutral
724,data\RAVDEES\Actor_13\03-01-02-01-01-01-13.wav,Men,calm,Men_calm
725,data\RAVDEES\Actor_13\03-01-02-01-01-02-13.wav,Men,calm,Men_calm
726,data\RAVDEES\Actor_13\03-01-02-01-02-01-13.wav,Men,calm,Men_calm
727,data\RAVDEES\Actor_13\03-01-02-01-02-02-13.wav,Men,calm,Men_calm
728,data\RAVDEES\Actor_13\03-01-02-02-01-01-13.wav,Men,calm,Men_calm
729,data\RAVDEES\Actor_13\03-01-02-02-01-02-13.wav,Men,calm,Men_calm
730,data\RAVDEES\Actor_13\03-01-02-02-02-01-13.wav,Men,calm,Men_calm
731,data\RAVDEES\Actor_13\03-01-02-02-02-02-13.wav,Men,calm,Men_calm
732,data\RAVDEES\Actor_13\03-01-03-01-01-01-13.wav,Men,happy,Men_happy
733,data\RAVDEES\Actor_13\03-01-03-01-01-02-13.wav,Men,happy,Men_happy
734,data\RAVDEES\Actor_13\03-01-03-01-02-01-13.wav,Men,happy,Men_happy
735,data\RAVDEES\Actor_13\03-01-03-01-02-02-13.wav,Men,happy,Men_happy
736,data\RAVDEES\Actor_13\03-01-03-02-01-01-13.wav,Men,happy,Men_happy
737,data\RAVDEES\Actor_13\03-01-03-02-01-02-13.wav,Men,happy,Men_happy
738,data\RAVDEES\Actor_13\03-01-03-02-02-01-13.wav,Men,happy,Men_happy
739,data\RAVDEES\Actor_13\03-01-03-02-02-02-13.wav,Men,happy,Men_happy
740,data\RAVDEES\Actor_13\03-01-04-01-01-01-13.wav,Men,sad,Men_sad
741,data\RAVDEES\Actor_13\03-01-04-01-01-02-13.wav,Men,sad,Men_sad
742,data\RAVDEES\Actor_13\03-01-04-01-02-01-13.wav,Men,sad,Men_sad
743,data\RAVDEES\Actor_13\03-01-04-01-02-02-13.wav,Men,sad,Men_sad
744,data\RAVDEES\Actor_13\03-01-04-02-01-01-13.wav,Men,sad,Men_sad
745,data\RAVDEES\Actor_13\03-01-04-02-01-02-13.wav,Men,sad,Men_sad
746,data\RAVDEES\Actor_13\03-01-04-02-02-01-13.wav,Men,sad,Men_sad
747,data\RAVDEES\Actor_13\03-01-04-02-02-02-13.wav,Men,sad,Men_sad
748,data\RAVDEES\Actor_13\03-01-05-01-01-01-13.wav,Men,angry,Men_angry
749,data\RAVDEES\Actor_13\03-01-05-01-01-02-13.wav,Men,angry,Men_angry
750,data\RAVDEES\Actor_13\03-01-05-01-02-01-13.wav,Men,angry,Men_angry
751,data\RAVDEES\Actor_13\03-01-05-01-02-02-13.wav,Men,angry,Men_angry
752,data\RAVDEES\Actor_13\03-01-05-02-01-01-13.wav,Men,angry,Men_angry
753,data\RAVDEES\Actor_13\03-01-05-02-01-02-13.wav,Men,angry,Men_angry
754,data\RAVDEES\Actor_13\03-01-05-02-02-01-13.wav,Men,angry,Men_angry
755,data\RAVDEES\Actor_13\03-01-05-02-02-02-13.wav,Men,angry,Men_angry
756,data\RAVDEES\Actor_13\03-01-06-01-01-01-13.wav,Men,fearful,Men_fearful
757,data\RAVDEES\Actor_13\03-01-06-01-01-02-13.wav,Men,fearful,Men_fearful
758,data\RAVDEES\Actor_13\03-01-06-01-02-01-13.wav,Men,fearful,Men_fearful
759,data\RAVDEES\Actor_13\03-01-06-01-02-02-13.wav,Men,fearful,Men_fearful
760,data\RAVDEES\Actor_13\03-01-06-02-01-01-13.wav,Men,fearful,Men_fearful
761,data\RAVDEES\Actor_13\03-01-06-02-01-02-13.wav,Men,fearful,Men_fearful
762,data\RAVDEES\Actor_13\03-01-06-02-02-01-13.wav,Men,fearful,Men_fearful
763,data\RAVDEES\Actor_13\03-01-06-02-02-02-13.wav,Men,fearful,Men_fearful
764,data\RAVDEES\Actor_13\03-01-07-01-01-01-13.wav,Men,disgust,Men_disgust
765,data\RAVDEES\Actor_13\03-01-07-01-01-02-13.wav,Men,disgust,Men_disgust
766,data\RAVDEES\Actor_13\03-01-07-01-02-01-13.wav,Men,disgust,Men_disgust
767,data\RAVDEES\Actor_13\03-01-07-01-02-02-13.wav,Men,disgust,Men_disgust
768,data\RAVDEES\Actor_13\03-01-07-02-01-01-13.wav,Men,disgust,Men_disgust
769,data\RAVDEES\Actor_13\03-01-07-02-01-02-13.wav,Men,disgust,Men_disgust
770,data\RAVDEES\Actor_13\03-01-07-02-02-01-13.wav,Men,disgust,Men_disgust
771,data\RAVDEES\Actor_13\03-01-07-02-02-02-13.wav,Men,disgust,Men_disgust
772,data\RAVDEES\Actor_13\03-01-08-01-01-01-13.wav,Men,surprised,Men_surprised
773,data\RAVDEES\Actor_13\03-01-08-01-01-02-13.wav,Men,surprised,Men_surprised
774,data\RAVDEES\Actor_13\03-01-08-01-02-01-13.wav,Men,surprised,Men_surprised
775,data\RAVDEES\Actor_13\03-01-08-01-02-02-13.wav,Men,surprised,Men_surprised
776,data\RAVDEES\Actor_13\03-01-08-02-01-01-13.wav,Men,surprised,Men_surprised
777,data\RAVDEES\Actor_13\03-01-08-02-01-02-13.wav,Men,surprised,Men_surprised
778,data\RAVDEES\Actor_13\03-01-08-02-02-01-13.wav,Men,surprised,Men_surprised
779,data\RAVDEES\Actor_13\03-01-08-02-02-02-13.wav,Men,surprised,Men_surprised
780,data\RAVDEES\Actor_14\03-01-01-01-01-01-14.wav,Women,neutral,Women_neutral
781,data\RAVDEES\Actor_14\03-01-01-01-01-02-14.wav,Women,neutral,Women_neutral
782,data\RAVDEES\Actor_14\03-01-01-01-02-01-14.wav,Women,neutral,Women_neutral
783,data\RAVDEES\Actor_14\03-01-01-01-02-02-14.wav,Women,neutral,Women_neutral
784,data\RAVDEES\Actor_14\03-01-02-01-01-01-14.wav,Women,calm,Women_calm
785,data\RAVDEES\Actor_14\03-01-02-01-01-02-14.wav,Women,calm,Women_calm
786,data\RAVDEES\Actor_14\03-01-02-01-02-01-14.wav,Women,calm,Women_calm
787,data\RAVDEES\Actor_14\03-01-02-01-02-02-14.wav,Women,calm,Women_calm
788,data\RAVDEES\Actor_14\03-01-02-02-01-01-14.wav,Women,calm,Women_calm
789,data\RAVDEES\Actor_14\03-01-02-02-01-02-14.wav,Women,calm,Women_calm
790,data\RAVDEES\Actor_14\03-01-02-02-02-01-14.wav,Women,calm,Women_calm
791,data\RAVDEES\Actor_14\03-01-02-02-02-02-14.wav,Women,calm,Women_calm
792,data\RAVDEES\Actor_14\03-01-03-01-01-01-14.wav,Women,happy,Women_happy
793,data\RAVDEES\Actor_14\03-01-03-01-01-02-14.wav,Women,happy,Women_happy
794,data\RAVDEES\Actor_14\03-01-03-01-02-01-14.wav,Women,happy,Women_happy
795,data\RAVDEES\Actor_14\03-01-03-01-02-02-14.wav,Women,happy,Women_happy
796,data\RAVDEES\Actor_14\03-01-03-02-01-01-14.wav,Women,happy,Women_happy
797,data\RAVDEES\Actor_14\03-01-03-02-01-02-14.wav,Women,happy,Women_happy
798,data\RAVDEES\Actor_14\03-01-03-02-02-01-14.wav,Women,happy,Women_happy
799,data\RAVDEES\Actor_14\03-01-03-02-02-02-14.wav,Women,happy,Women_happy
800,data\RAVDEES\Actor_14\03-01-04-01-01-01-14.wav,Women,sad,Women_sad
801,data\RAVDEES\Actor_14\03-01-04-01-01-02-14.wav,Women,sad,Women_sad
802,data\RAVDEES\Actor_14\03-01-04-01-02-01-14.wav,Women,sad,Women_sad
803,data\RAVDEES\Actor_14\03-01-04-01-02-02-14.wav,Women,sad,Women_sad
804,data\RAVDEES\Actor_14\03-01-04-02-01-01-14.wav,Women,sad,Women_sad
805,data\RAVDEES\Actor_14\03-01-04-02-01-02-14.wav,Women,sad,Women_sad
806,data\RAVDEES\Actor_14\03-01-04-02-02-01-14.wav,Women,sad,Women_sad
807,data\RAVDEES\Actor_14\03-01-04-02-02-02-14.wav,Women,sad,Women_sad
808,data\RAVDEES\Actor_14\03-01-05-01-01-01-14.wav,Women,angry,Women_angry
809,data\RAVDEES\Actor_14\03-01-05-01-01-02-14.wav,Women,angry,Women_angry
810,data\RAVDEES\Actor_14\03-01-05-01-02-01-14.wav,Women,angry,Women_angry
811,data\RAVDEES\Actor_14\03-01-05-01-02-02-14.wav,Women,angry,Women_angry
812,data\RAVDEES\Actor_14\03-01-05-02-01-01-14.wav,Women,angry,Women_angry
813,data\RAVDEES\Actor_14\03-01-05-02-01-02-14.wav,Women,angry,Women_angry
814,data\RAVDEES\Actor_14\03-01-05-02-02-01-14.wav,Women,angry,Women_angry
815,data\RAVDEES\Actor_14\03-01-05-02-02-02-14.wav,Women,angry,Women_angry
816,data\RAVDEES\Actor_14\03-01-06-01-01-01-14.wav,Women,fearful,Women_fearful
817,data\RAVDEES\Actor_14\03-01-06-01-01-02-14.wav,Women,fearful,Women_fearful
818,data\RAVDEES\Actor_14\03-01-06-01-02-01-14.wav,Women,fearful,Women_fearful
819,data\RAVDEES\Actor_14\03-01-06-01-02-02-14.wav,Women,fearful,Women_fearful
820,data\RAVDEES\Actor_14\03-01-06-02-01-01-14.wav,Women,fearful,Women_fearful
821,data\RAVDEES\Actor_14\03-01-06-02-01-02-14.wav,Women,fearful,Women_fearful
822,data\RAVDEES\Actor_14\03-01-06-02-02-01-14.wav,Women,fearful,Women_fearful
823,data\RAVDEES\Actor_14\03-01-06-02-02-02-14.wav,Women,fearful,Women_fearful
824,data\RAVDEES\Actor_14\03-01-07-01-01-01-14.wav,Women,disgust,Women_disgust
825,data\RAVDEES\Actor_14\03-01-07-01-01-02-14.wav,Women,disgust,Women_disgust
826,data\RAVDEES\Actor_14\03-01-07-01-02-01-14.wav,Women,disgust,Women_disgust
827,data\RAVDEES\Actor_14\03-01-07-01-02-02-14.wav,Women,disgust,Women_disgust
828,data\RAVDEES\Actor_14\03-01-07-02-01-01-14.wav,Women,disgust,Women_disgust
829,data\RAVDEES\Actor_14\03-01-07-02-01-02-14.wav,Women,disgust,Women_disgust
830,data\RAVDEES\Actor_14\03-01-07-02-02-01-14.wav,Women,disgust,Women_disgust
831,data\RAVDEES\Actor_14\03-01-07-02-02-02-14.wav,Women,disgust,Women_disgust
832,data\RAVDEES\Actor_14\03-01-08-01-01-01-14.wav,Women,surprised,Women_surprised
833,data\RAVDEES\Actor_14\03-01-08-01-01-02-14.wav,Women,surprised,Women_surprised
834,data\RAVDEES\Actor_14\03-01-08-01-02-01-14.wav,Women,surprised,Women_surprised
835,data\RAVDEES\Actor_14\03-01-08-01-02-02-14.wav,Women,surprised,Women_surprised
836,data\RAVDEES\Actor_14\03-01-08-02-01-01-14.wav,Women,surprised,Women_surprised
837,data\RAVDEES\Actor_14\03-01-08-02-01-02-14.wav,Women,surprised,Women_surprised
838,data\RAVDEES\Actor_14\03-01-08-02-02-01-14.wav,Women,surprised,Women_surprised
839,data\RAVDEES\Actor_14\03-01-08-02-02-02-14.wav,Women,surprised,Women_surprised
840,data\RAVDEES\Actor_15\03-01-01-01-01-01-15.wav,Men,neutral,Men_neutral
841,data\RAVDEES\Actor_15\03-01-01-01-01-02-15.wav,Men,neutral,Men_neutral
842,data\RAVDEES\Actor_15\03-01-01-01-02-01-15.wav,Men,neutral,Men_neutral
843,data\RAVDEES\Actor_15\03-01-01-01-02-02-15.wav,Men,neutral,Men_neutral
844,data\RAVDEES\Actor_15\03-01-02-01-01-01-15.wav,Men,calm,Men_calm
845,data\RAVDEES\Actor_15\03-01-02-01-01-02-15.wav,Men,calm,Men_calm
846,data\RAVDEES\Actor_15\03-01-02-01-02-01-15.wav,Men,calm,Men_calm
847,data\RAVDEES\Actor_15\03-01-02-01-02-02-15.wav,Men,calm,Men_calm
848,data\RAVDEES\Actor_15\03-01-02-02-01-01-15.wav,Men,calm,Men_calm
849,data\RAVDEES\Actor_15\03-01-02-02-01-02-15.wav,Men,calm,Men_calm
850,data\RAVDEES\Actor_15\03-01-02-02-02-01-15.wav,Men,calm,Men_calm
851,data\RAVDEES\Actor_15\03-01-02-02-02-02-15.wav,Men,calm,Men_calm
852,data\RAVDEES\Actor_15\03-01-03-01-01-01-15.wav,Men,happy,Men_happy
853,data\RAVDEES\Actor_15\03-01-03-01-01-02-15.wav,Men,happy,Men_happy
854,data\RAVDEES\Actor_15\03-01-03-01-02-01-15.wav,Men,happy,Men_happy
855,data\RAVDEES\Actor_15\03-01-03-01-02-02-15.wav,Men,happy,Men_happy
856,data\RAVDEES\Actor_15\03-01-03-02-01-01-15.wav,Men,happy,Men_happy
857,data\RAVDEES\Actor_15\03-01-03-02-01-02-15.wav,Men,happy,Men_happy
858,data\RAVDEES\Actor_15\03-01-03-02-02-01-15.wav,Men,happy,Men_happy
859,data\RAVDEES\Actor_15\03-01-03-02-02-02-15.wav,Men,happy,Men_happy
860,data\RAVDEES\Actor_15\03-01-04-01-01-01-15.wav,Men,sad,Men_sad
861,data\RAVDEES\Actor_15\03-01-04-01-01-02-15.wav,Men,sad,Men_sad
862,data\RAVDEES\Actor_15\03-01-04-01-02-01-15.wav,Men,sad,Men_sad
863,data\RAVDEES\Actor_15\03-01-04-01-02-02-15.wav,Men,sad,Men_sad
864,data\RAVDEES\Actor_15\03-01-04-02-01-01-15.wav,Men,sad,Men_sad
865,data\RAVDEES\Actor_15\03-01-04-02-01-02-15.wav,Men,sad,Men_sad
866,data\RAVDEES\Actor_15\03-01-04-02-02-01-15.wav,Men,sad,Men_sad
867,data\RAVDEES\Actor_15\03-01-04-02-02-02-15.wav,Men,sad,Men_sad
868,data\RAVDEES\Actor_15\03-01-05-01-01-01-15.wav,Men,angry,Men_angry
869,data\RAVDEES\Actor_15\03-01-05-01-01-02-15.wav,Men,angry,Men_angry
870,data\RAVDEES\Actor_15\03-01-05-01-02-01-15.wav,Men,angry,Men_angry
871,data\RAVDEES\Actor_15\03-01-05-01-02-02-15.wav,Men,angry,Men_angry
872,data\RAVDEES\Actor_15\03-01-05-02-01-01-15.wav,Men,angry,Men_angry
873,data\RAVDEES\Actor_15\03-01-05-02-01-02-15.wav,Men,angry,Men_angry
874,data\RAVDEES\Actor_15\03-01-05-02-02-01-15.wav,Men,angry,Men_angry
875,data\RAVDEES\Actor_15\03-01-05-02-02-02-15.wav,Men,angry,Men_angry
876,data\RAVDEES\Actor_15\03-01-06-01-01-01-15.wav,Men,fearful,Men_fearful
877,data\RAVDEES\Actor_15\03-01-06-01-01-02-15.wav,Men,fearful,Men_fearful
878,data\RAVDEES\Actor_15\03-01-06-01-02-01-15.wav,Men,fearful,Men_fearful
879,data\RAVDEES\Actor_15\03-01-06-01-02-02-15.wav,Men,fearful,Men_fearful
880,data\RAVDEES\Actor_15\03-01-06-02-01-01-15.wav,Men,fearful,Men_fearful
881,data\RAVDEES\Actor_15\03-01-06-02-01-02-15.wav,Men,fearful,Men_fearful
882,data\RAVDEES\Actor_15\03-01-06-02-02-01-15.wav,Men,fearful,Men_fearful
883,data\RAVDEES\Actor_15\03-01-06-02-02-02-15.wav,Men,fearful,Men_fearful
884,data\RAVDEES\Actor_15\03-01-07-01-01-01-15.wav,Men,disgust,Men_disgust
885,data\RAVDEES\Actor_15\03-01-07-01-01-02-15.wav,Men,disgust,Men_disgust
886,data\RAVDEES\Actor_15\03-01-07-01-02-01-15.wav,Men,disgust,Men_disgust
887,data\RAVDEES\Actor_15\03-01-07-01-02-02-15.wav,Men,disgust,Men_disgust
888,data\RAVDEES\Actor_15\03-01-07-02-01-01-15.wav,Men,disgust,Men_disgust
889,data\RAVDEES\Actor_15\03-01-07-02-01-02-15.wav,Men,disgust,Men_disgust
890,data\RAVDEES\Actor_15\03-01-07-02-02-01-15.wav,Men,disgust,Men_disgust
891,data\RAVDEES\Actor_15\03-01-07-02-02-02-15.wav,Men,disgust,Men_disgust
892,data\RAVDEES\Actor_15\03-01-08-01-01-01-15.wav,Men,surprised,Men_surprised
893,data\RAVDEES\Actor_15\03-01-08-01-01-02-15.wav,Men,surprised,Men_surprised
894,data\RAVDEES\Actor_15\03-01-08-01-02-01-15.wav,Men,surprised,Men_surprised
895,data\RAVDEES\Actor_15\03-01-08-01-02-02-15.wav,Men,surprised,Men_surprised
896,data\RAVDEES\Actor_15\03-01-08-02-01-01-15.wav,Men,surprised,Men_surprised
897,data\RAVDEES\Actor_15\03-01-08-02-01-02-15.wav,Men,surprised,Men_surprised
898,data\RAVDEES\Actor_15\03-01-08-02-02-01-15.wav,Men,surprised,Men_surprised
899,data\RAVDEES\Actor_15\03-01-08-02-02-02-15.wav,Men,surprised,Men_surprised
900,data\RAVDEES\Actor_16\03-01-01-01-01-01-16.wav,Women,neutral,Women_neutral
901,data\RAVDEES\Actor_16\03-01-01-01-01-02-16.wav,Women,neutral,Women_neutral
902,data\RAVDEES\Actor_16\03-01-01-01-02-01-16.wav,Women,neutral,Women_neutral
903,data\RAVDEES\Actor_16\03-01-01-01-02-02-16.wav,Women,neutral,Women_neutral
904,data\RAVDEES\Actor_16\03-01-02-01-01-01-16.wav,Women,calm,Women_calm
905,data\RAVDEES\Actor_16\03-01-02-01-01-02-16.wav,Women,calm,Women_calm
906,data\RAVDEES\Actor_16\03-01-02-01-02-01-16.wav,Women,calm,Women_calm
907,data\RAVDEES\Actor_16\03-01-02-01-02-02-16.wav,Women,calm,Women_calm
908,data\RAVDEES\Actor_16\03-01-02-02-01-01-16.wav,Women,calm,Women_calm
909,data\RAVDEES\Actor_16\03-01-02-02-01-02-16.wav,Women,calm,Women_calm
910,data\RAVDEES\Actor_16\03-01-02-02-02-01-16.wav,Women,calm,Women_calm
911,data\RAVDEES\Actor_16\03-01-02-02-02-02-16.wav,Women,calm,Women_calm
912,data\RAVDEES\Actor_16\03-01-03-01-01-01-16.wav,Women,happy,Women_happy
913,data\RAVDEES\Actor_16\03-01-03-01-01-02-16.wav,Women,happy,Women_happy
914,data\RAVDEES\Actor_16\03-01-03-01-02-01-16.wav,Women,happy,Women_happy
915,data\RAVDEES\Actor_16\03-01-03-01-02-02-16.wav,Women,happy,Women_happy
916,data\RAVDEES\Actor_16\03-01-03-02-01-01-16.wav,Women,happy,Women_happy
917,data\RAVDEES\Actor_16\03-01-03-02-01-02-16.wav,Women,happy,Women_happy
918,data\RAVDEES\Actor_16\03-01-03-02-02-01-16.wav,Women,happy,Women_happy
919,data\RAVDEES\Actor_16\03-01-03-02-02-02-16.wav,Women,happy,Women_happy
920,data\RAVDEES\Actor_16\03-01-04-01-01-01-16.wav,Women,sad,Women_sad
921,data\RAVDEES\Actor_16\03-01-04-01-01-02-16.wav,Women,sad,Women_sad
922,data\RAVDEES\Actor_16\03-01-04-01-02-01-16.wav,Women,sad,Women_sad
923,data\RAVDEES\Actor_16\03-01-04-01-02-02-16.wav,Women,sad,Women_sad
924,data\RAVDEES\Actor_16\03-01-04-02-01-01-16.wav,Women,sad,Women_sad
925,data\RAVDEES\Actor_16\03-01-04-02-01-02-16.wav,Women,sad,Women_sad
926,data\RAVDEES\Actor_16\03-01-04-02-02-01-16.wav,Women,sad,Women_sad
927,data\RAVDEES\Actor_16\03-01-04-02-02-02-16.wav,Women,sad,Women_sad
928,data\RAVDEES\Actor_16\03-01-05-01-01-01-16.wav,Women,angry,Women_angry
929,data\RAVDEES\Actor_16\03-01-05-01-01-02-16.wav,Women,angry,Women_angry
930,data\RAVDEES\Actor_16\03-01-05-01-02-01-16.wav,Women,angry,Women_angry
931,data\RAVDEES\Actor_16\03-01-05-01-02-02-16.wav,Women,angry,Women_angry
932,data\RAVDEES\Actor_16\03-01-05-02-01-01-16.wav,Women,angry,Women_angry
933,data\RAVDEES\Actor_16\03-01-05-02-01-02-16.wav,Women,angry,Women_angry
934,data\RAVDEES\Actor_16\03-01-05-02-02-01-16.wav,Women,angry,Women_angry
935,data\RAVDEES\Actor_16\03-01-05-02-02-02-16.wav,Women,angry,Women_angry
936,data\RAVDEES\Actor_16\03-01-06-01-01-01-16.wav,Women,fearful,Women_fearful
937,data\RAVDEES\Actor_16\03-01-06-01-01-02-16.wav,Women,fearful,Women_fearful
938,data\RAVDEES\Actor_16\03-01-06-01-02-01-16.wav,Women,fearful,Women_fearful
939,data\RAVDEES\Actor_16\03-01-06-01-02-02-16.wav,Women,fearful,Women_fearful
940,data\RAVDEES\Actor_16\03-01-06-02-01-01-16.wav,Women,fearful,Women_fearful
941,data\RAVDEES\Actor_16\03-01-06-02-01-02-16.wav,Women,fearful,Women_fearful
942,data\RAVDEES\Actor_16\03-01-06-02-02-01-16.wav,Women,fearful,Women_fearful
943,data\RAVDEES\Actor_16\03-01-06-02-02-02-16.wav,Women,fearful,Women_fearful
944,data\RAVDEES\Actor_16\03-01-07-01-01-01-16.wav,Women,disgust,Women_disgust
945,data\RAVDEES\Actor_16\03-01-07-01-01-02-16.wav,Women,disgust,Women_disgust
946,data\RAVDEES\Actor_16\03-01-07-01-02-01-16.wav,Women,disgust,Women_disgust
947,data\RAVDEES\Actor_16\03-01-07-01-02-02-16.wav,Women,disgust,Women_disgust
948,data\RAVDEES\Actor_16\03-01-07-02-01-01-16.wav,Women,disgust,Women_disgust
949,data\RAVDEES\Actor_16\03-01-07-02-01-02-16.wav,Women,disgust,Women_disgust
950,data\RAVDEES\Actor_16\03-01-07-02-02-01-16.wav,Women,disgust,Women_disgust
951,data\RAVDEES\Actor_16\03-01-07-02-02-02-16.wav,Women,disgust,Women_disgust
952,data\RAVDEES\Actor_16\03-01-08-01-01-01-16.wav,Women,surprised,Women_surprised
953,data\RAVDEES\Actor_16\03-01-08-01-01-02-16.wav,Women,surprised,Women_surprised
954,data\RAVDEES\Actor_16\03-01-08-01-02-01-16.wav,Women,surprised,Women_surprised
955,data\RAVDEES\Actor_16\03-01-08-01-02-02-16.wav,Women,surprised,Women_surprised
956,data\RAVDEES\Actor_16\03-01-08-02-01-01-16.wav,Women,surprised,Women_surprised
957,data\RAVDEES\Actor_16\03-01-08-02-01-02-16.wav,Women,surprised,Women_surprised
958,data\RAVDEES\Actor_16\03-01-08-02-02-01-16.wav,Women,surprised,Women_surprised
959,data\RAVDEES\Actor_16\03-01-08-02-02-02-16.wav,Women,surprised,Women_surprised
960,data\RAVDEES\Actor_17\03-01-01-01-01-01-17.wav,Men,neutral,Men_neutral
961,data\RAVDEES\Actor_17\03-01-01-01-01-02-17.wav,Men,neutral,Men_neutral
962,data\RAVDEES\Actor_17\03-01-01-01-02-01-17.wav,Men,neutral,Men_neutral
963,data\RAVDEES\Actor_17\03-01-01-01-02-02-17.wav,Men,neutral,Men_neutral
964,data\RAVDEES\Actor_17\03-01-02-01-01-01-17.wav,Men,calm,Men_calm
965,data\RAVDEES\Actor_17\03-01-02-01-01-02-17.wav,Men,calm,Men_calm
966,data\RAVDEES\Actor_17\03-01-02-01-02-01-17.wav,Men,calm,Men_calm
967,data\RAVDEES\Actor_17\03-01-02-01-02-02-17.wav,Men,calm,Men_calm
968,data\RAVDEES\Actor_17\03-01-02-02-01-01-17.wav,Men,calm,Men_calm
969,data\RAVDEES\Actor_17\03-01-02-02-01-02-17.wav,Men,calm,Men_calm
970,data\RAVDEES\Actor_17\03-01-02-02-02-01-17.wav,Men,calm,Men_calm
971,data\RAVDEES\Actor_17\03-01-02-02-02-02-17.wav,Men,calm,Men_calm
972,data\RAVDEES\Actor_17\03-01-03-01-01-01-17.wav,Men,happy,Men_happy
973,data\RAVDEES\Actor_17\03-01-03-01-01-02-17.wav,Men,happy,Men_happy
974,data\RAVDEES\Actor_17\03-01-03-01-02-01-17.wav,Men,happy,Men_happy
975,data\RAVDEES\Actor_17\03-01-03-01-02-02-17.wav,Men,happy,Men_happy
976,data\RAVDEES\Actor_17\03-01-03-02-01-01-17.wav,Men,happy,Men_happy
977,data\RAVDEES\Actor_17\03-01-03-02-01-02-17.wav,Men,happy,Men_happy
978,data\RAVDEES\Actor_17\03-01-03-02-02-01-17.wav,Men,happy,Men_happy
979,data\RAVDEES\Actor_17\03-01-03-02-02-02-17.wav,Men,happy,Men_happy
980,data\RAVDEES\Actor_17\03-01-04-01-01-01-17.wav,Men,sad,Men_sad
981,data\RAVDEES\Actor_17\03-01-04-01-01-02-17.wav,Men,sad,Men_sad
982,data\RAVDEES\Actor_17\03-01-04-01-02-01-17.wav,Men,sad,Men_sad
983,data\RAVDEES\Actor_17\03-01-04-01-02-02-17.wav,Men,sad,Men_sad
984,data\RAVDEES\Actor_17\03-01-04-02-01-01-17.wav,Men,sad,Men_sad
985,data\RAVDEES\Actor_17\03-01-04-02-01-02-17.wav,Men,sad,Men_sad
986,data\RAVDEES\Actor_17\03-01-04-02-02-01-17.wav,Men,sad,Men_sad
987,data\RAVDEES\Actor_17\03-01-04-02-02-02-17.wav,Men,sad,Men_sad
988,data\RAVDEES\Actor_17\03-01-05-01-01-01-17.wav,Men,angry,Men_angry
989,data\RAVDEES\Actor_17\03-01-05-01-01-02-17.wav,Men,angry,Men_angry
