,Speaker,Emotion,Label,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,spectral_contrast_0,spectral_contrast_1,spectral_contrast_2,spectral_contrast_3,spectral_contrast_4,spectral_contrast_5,spectral_contrast_6
1954,Men,angry,Men_angry,-349.12988,45.136234,-16.511982,1.5531847,-0.9877499,-10.56746,-11.101478,-5.109969,-4.3451953,-4.4146395,0.3810122,0.65452164,-0.7557671,0.6806866,0.7145534,0.6802494,0.7028808,0.72066873,0.7241838,0.72522634,0.71493185,0.6439954,0.5844766,0.56081295,0.59142333,18.51798501750765,15.63089690193373,16.614679598958343,17.272054318674375,17.270621385677256,18.151947321749304,29.44593229434349
1955,Men,angry,Men_angry,-349.8971,43.33046,-18.259544,-1.0022855,-2.5309541,-8.07215,-5.900646,-6.902966,-2.0302198,-2.800611,1.5063895,0.6384729,-2.003618,0.6306894,0.6688243,0.67432,0.72150326,0.71464723,0.6501692,0.718278,0.7327735,0.6576208,0.5947053,0.57139015,0.5685229,20.777039628829893,14.508226869336951,16.308679448587338,17.044941559007725,17.853299080909498,17.987238659734434,29.10424738506836
1956,Men,fearful,Men_fearful,-803.557,58.16117,9.2130575,20.26796,14.116545,6.9507895,-0.12400311,-0.8605068,3.300648,2.6544747,-2.2552257,4.5700746,0.8529964,0.79954004,0.7940757,0.82330745,0.8250532,0.782922,0.71559376,0.70322645,0.7107768,0.68940187,0.70296055,0.73970723,0.7948654,15.551329409500193,10.131969540634849,12.551815301031096,13.013568540919197,14.703442096383872,14.834542173017768,27.905434487653025
1957,Men,fearful,Men_fearful,-768.03516,57.195885,9.962249,22.614315,14.198446,6.406349,-1.2176188,-4.0083456,2.4339688,3.858802,-0.48961282,2.987654,-0.13815486,0.7874403,0.77871937,0.7537468,0.7297905,0.7342621,0.7174248,0.7314757,0.7900574,0.78069276,0.73529977,0.75618047,0.7586992,17.409669982178496,11.417826808592736,14.035433039009186,14.419925661576483,15.161429322304242,15.62002820896382,28.61184826087892
1958,Men,fearful,Men_fearful,-768.54584,61.11398,17.298635,23.350235,15.639024,12.081017,2.5948114,-1.5537688,3.8437881,6.73839,-0.399281,7.16883,2.668484,0.835244,0.7877971,0.75520873,0.77839273,0.76339096,0.7976505,0.7895996,0.76292884,0.72976047,0.7594393,0.77043456,0.7972513,22.098741610977225,11.14334162056443,14.372578721129765,14.422230829146558,15.846932026925629,15.401728489791662,29.69506547716435
1959,Men,fearful,Men_fearful,-797.8702,53.838192,15.270619,23.820667,10.596529,7.0333443,0.6988168,-4.95373,-1.0329821,3.133988,-0.57451487,3.6788712,-0.89900637,0.8127138,0.8157935,0.7887625,0.7587766,0.73938656,0.7602604,0.804511,0.803339,0.7671431,0.7268907,0.759757,0.794497,18.493785538344387,10.623397952619408,13.345680230067767,13.870943826589352,14.371716895014456,15.12817233003328,29.1862603087846
1960,Men,fearful,Men_fearful,-589.5374,75.17898,-3.6738586,23.101347,19.382227,-4.653794,-10.22865,2.008193,-6.361956,-4.3863454,-1.7717981,-4.626407,-5.994607,0.72847456,0.7083832,0.73494536,0.7071033,0.63875854,0.6347429,0.66220593,0.7304001,0.6976703,0.63973105,0.66542166,0.69568634,22.170718411161022,13.318665475437305,16.05194491402748,15.740334597309229,16.317439073448636,19.289597265708053,31.563877029427108
1961,Men,fearful,Men_fearful,-695.0325,56.274998,3.4722269,24.200285,16.96359,2.7963305,-3.810327,2.0799131,-1.022899,-0.79375625,-1.4776447,-2.0883439,-7.2925706,0.78027195,0.7768228,0.7289985,0.7184064,0.67551255,0.67879826,0.7317137,0.79250836,0.7250741,0.67982304,0.69422066,0.7352324,18.049739973996967,12.78541620672414,15.251400556641888,15.150348020939202,15.167188573633185,16.00334807096767,29.52713750043793
1962,Men,fearful,Men_fearful,-559.93964,49.6461,-0.30270037,12.850777,8.9876375,-4.5206585,-8.220655,0.73101485,-9.888084,-4.8281894,-3.451479,-8.016089,-4.868441,0.64934444,0.6645257,0.70765567,0.7042842,0.6675496,0.6943407,0.78154874,0.74675894,0.66239303,0.6103099,0.63539284,0.63190687,21.19999839571501,13.757422959122446,16.55112548523377,16.208871415442964,16.56291257187671,18.63000151026394,30.47443452080071
1963,Men,fearful,Men_fearful,-527.4898,57.654114,-1.4405926,12.35881,11.284112,-4.1221333,-8.428206,-1.286478,-11.22834,-3.074143,-1.5081153,-11.247451,-5.372345,0.5687329,0.5460151,0.5452095,0.59293574,0.6413908,0.7149229,0.7056494,0.77851194,0.76423866,0.6515698,0.559872,0.55091953,23.6384202929558,13.66710659221804,16.89320384783233,17.380558434393308,16.918824421958007,19.70829858446534,30.361445956569256
1964,Men,disgust,Men_disgust,-723.5656,83.47518,-5.2296076,18.431715,12.256577,-0.13331531,-7.5154166,-6.98107,0.80200446,-1.1123416,-3.2859974,-1.0300621,-1.0315186,0.8272324,0.7988199,0.7728881,0.72157836,0.67458665,0.65215963,0.6909744,0.7614893,0.773161,0.7973873,0.77314955,0.77012813,17.126587582391064,12.386991146737548,14.533870905123626,15.030549039088582,16.270013452115617,16.38879972412074,29.13544596775828
1965,Men,disgust,Men_disgust,-730.4356,77.66001,-6.656961,20.400991,13.098895,-3.4612553,-7.629154,-6.673421,-0.52936035,0.61420715,-3.0751245,-1.3381469,-1.1413585,0.7635993,0.8010914,0.78457576,0.7581231,0.69758,0.6839508,0.6713853,0.7412592,0.7850277,0.785145,0.75186175,0.7664295,17.626454834302017,11.872803128541369,14.58060550450352,15.167174707806586,16.021735518360256,16.82762786082768,29.5092797628298
1966,Men,disgust,Men_disgust,-760.42395,69.06643,6.5845513,24.452536,11.46524,3.5684211,-1.0393125,-2.6881537,-2.9411213,-2.149079,-0.20718373,-2.5818164,1.5435914,0.74643004,0.7663052,0.81435597,0.7741572,0.7098268,0.69932353,0.7034441,0.71414906,0.7228418,0.7478416,0.74391854,0.7455726,17.762719554734,11.988527821980838,14.805268904478355,13.804516509568847,15.901162440917323,16.051006081430334,28.91402107352762
1967,Men,disgust,Men_disgust,-679.6585,71.99975,-1.7019155,28.37991,12.16615,1.7717862,-8.160479,-12.631838,3.0929835,-0.5825598,-3.117051,0.20376594,0.38321972,0.7715649,0.7890741,0.7982958,0.711793,0.6327165,0.61623305,0.6062146,0.66475,0.70855755,0.72907794,0.7589297,0.78870493,19.25631527048657,12.567218160326874,15.2557117038673,15.74436562368976,16.871994766935646,17.312100063968636,29.178698971037903
1968,Men,disgust,Men_disgust,-700.6704,74.24903,1.1294274,17.7177,9.934775,-4.4980197,-1.3562328,-1.8720894,-1.9159114,-5.668087,-5.4139233,-3.5778723,1.1999104,0.74012446,0.74711496,0.7757725,0.7995604,0.75415283,0.71064776,0.7292041,0.74415606,0.7142714,0.7211219,0.73558086,0.74201465,17.381360020962614,12.118366844184898,14.88939285819151,14.306580205296182,16.153446228543817,16.968043143935926,28.89302587189845
1969,Men,disgust,Men_disgust,-660.7283,74.9471,-0.5070478,21.758793,11.251091,-4.2566957,-2.4843607,0.8912654,-4.311981,-3.6075137,-3.8620014,-3.5428815,0.90784377,0.74124545,0.72547555,0.77918357,0.7567555,0.733662,0.7189458,0.7127763,0.7461554,0.7371749,0.74456924,0.75140387,0.75700074,16.51230344901995,12.353351544956643,14.956431275725544,14.592036226088853,15.73084515038826,16.805575546838448,29.324699341487516
1970,Men,disgust,Men_disgust,-653.81604,74.43424,-4.287365,22.177103,11.262054,-1.7048789,0.0014121316,-3.98737,-4.2909584,-3.223451,-3.2168956,-4.477076,-1.5672317,0.7474278,0.7226391,0.7106859,0.7264936,0.728613,0.7154125,0.72161704,0.7671384,0.7432785,0.7595713,0.76533407,0.7557101,18.77449749104816,13.372872832074318,16.364035874087328,15.083025983315972,16.602746354819015,17.36091800488021,29.256675533131187
1971,Men,disgust,Men_disgust,-639.8447,86.569115,-7.66459,16.750153,13.00303,-5.357715,-1.6136881,-2.6691093,-6.4205284,-0.84843296,-1.1540666,-6.4227233,-1.8655349,0.6698863,0.67154133,0.6809707,0.69662136,0.68515825,0.6797939,0.7091103,0.7225059,0.71566343,0.7380555,0.7545049,0.75128025,18.28232148563587,14.078261668902496,16.790074284924255,15.55650571585255,16.550699601885082,18.09316448866335,29.52434597622369
1980,Women,neutral,Women_neutral,-571.382,52.00215,0.23985729,5.169604,4.6629186,-3.1141024,-7.127874,-7.308942,-4.319267,-0.94451296,-6.4960656,-2.9185505,-0.4091774,0.6443376,0.5975937,0.6066654,0.5924517,0.5768189,0.5808289,0.6070085,0.63868433,0.6786072,0.67038864,0.6624248,0.6970879,19.29761612579798,16.551971999650036,19.12438319427527,16.511350802822026,17.938835982842726,17.869439619495946,29.458418226715285
1981,Women,neutral,Women_neutral,-549.6917,56.62553,1.5152525,9.871671,-0.9230253,-7.6451826,-10.460063,-12.103114,-5.4865947,-0.05246744,-5.318369,-3.252754,0.5303209,0.58706695,0.5361544,0.563497,0.5935494,0.58061063,0.6012598,0.6162032,0.6976767,0.6860743,0.67549485,0.6361496,0.691057,21.10589295833982,16.365079027718895,17.618968994929734,16.36923386599595,17.532762273050015,19.25313073747297,29.772058339567817
1982,Women,neutral,Women_neutral,-541.43634,51.80438,-2.374637,4.3270817,3.746866,-7.3051877,-11.894205,-16.426605,-5.8675456,1.2475977,-7.2223244,-4.5330205,-1.1263022,0.57995105,0.54290897,0.50133026,0.49090263,0.48907223,0.497063,0.49248832,0.5173864,0.596345,0.67024297,0.71461475,0.64575255,18.49426153059274,18.16673402845052,19.37262053405913,18.08536270063909,19.65213256683801,20.030871116451493,28.88127930165258
1983,Women,neutral,Women_neutral,-598.92474,52.08633,10.365252,13.909922,5.0582356,0.5119869,-4.8728743,-8.104359,-3.687806,0.69697964,-5.0253596,-3.2676656,-0.191226,0.58643574,0.5466779,0.5635383,0.5834922,0.613757,0.6277504,0.63096035,0.6396316,0.6888469,0.6503563,0.6156408,0.62451285,20.59129533075875,16.674073963169885,19.28282731276493,16.950202235805648,17.706413496839524,17.87827754874357,29.10389293849446
1984,Women,neutral,Women_calm,-531.6454,57.571327,-9.548341,16.837719,-3.0944045,-9.777914,-7.7019773,-18.24422,-9.326121,-4.908628,5.0612793,-5.5925055,-2.7878506,0.5275659,0.5604958,0.62095225,0.6259224,0.5936848,0.59398866,0.6322335,0.6491778,0.64461267,0.65687364,0.643857,0.6019535,20.037207798783005,17.338973755193535,18.946380157065096,17.022605541271556,18.534359185192827,18.88748031402699,28.965747395003994
1985,Women,neutral,Women_calm,-571.7931,56.882275,-3.7283325,11.549717,3.2911646,-3.3767152,-5.5216904,-10.247101,-0.7354462,-1.0098864,-4.786537,-3.0455348,-0.03880728,0.63878226,0.6518653,0.64137864,0.61265415,0.5940732,0.64396846,0.7028511,0.75018597,0.7174629,0.6931259,0.6316408,0.61220485,21.603802976807703,15.646666897587734,17.759211870643966,15.9614883136682,17.86923635515191,17.868117626698538,28.90605930914182
1986,Women,neutral,Women_calm,-535.3289,45.39001,-4.5432835,12.642731,-2.6288064,-8.79582,-4.211023,-19.576794,-6.761145,-2.4367008,-5.024091,-6.022084,-1.5800917,0.583336,0.47074148,0.4808992,0.5669163,0.54454356,0.5153912,0.5424179,0.5870444,0.6871871,0.72787964,0.68806815,0.7282782,18.49856556217141,18.917559742112044,20.498559203087456,17.57607926241822,18.79304815396844,20.357575110536995,29.330328174233635
1987,Women,neutral,Women_calm,-540.55414,51.782837,-0.9785469,9.926392,0.15024129,-12.898447,-6.5884347,-15.95072,-5.4021435,-0.92135966,-6.659785,-5.029444,-1.1251142,0.47617465,0.4284374,0.45894116,0.51073015,0.43941554,0.430519,0.53903824,0.6143324,0.7213794,0.6583556,0.64701873,0.5924098,17.76642929588728,18.02031529412268,18.988408806137397,17.696747974900184,19.2524495120478,20.647979839088737,29.48817851001176
1988,Women,neutral,Women_calm,-555.72943,57.29149,-7.5714097,6.8194942,6.2082353,-7.1228275,-13.08851,-19.083523,-4.996962,0.5212778,-2.8472092,-3.3912618,1.0463109,0.53580797,0.47187242,0.4631632,0.49105716,0.45849314,0.47525838,0.5796757,0.60472804,0.6808166,0.747773,0.7354245,0.6523351,17.460850934840842,17.85092362000804,20.42946774157699,18.24181550412737,19.195705849703437,19.348020888044545,28.730314767388347
1989,Women,neutral,Women_calm,-557.6709,59.004402,-3.501355,1.610467,2.773704,-4.58199,-11.269396,-17.808783,-7.463893,1.1699364,0.041275688,-2.5712821,-3.5133739,0.4871532,0.48153856,0.4758561,0.47741428,0.4941003,0.54606164,0.539293,0.49918175,0.56373173,0.6454682,0.7161881,0.6484825,17.108391159982716,18.67597194795543,19.39327103247177,18.86631207442758,19.36715617278522,19.47841734920087,29.28222091682374
1990,Women,neutral,Women_calm,-566.4786,56.3465,-1.5222217,11.445676,2.7039144,-7.0888553,-4.9647512,-15.356469,-4.912141,-1.573743,-5.0857186,-5.7977324,-2.2907913,0.4594908,0.4489772,0.4742711,0.45545363,0.4835425,0.55757505,0.5573193,0.60145617,0.68618184,0.6867821,0.77405274,0.5893778,19.44397040144228,18.001812650398175,19.95232068771372,17.5791848846137,18.57895567512398,19.94557257131721,29.642531082723757
1991,Women,neutral,Women_calm,-609.4337,61.67444,6.222135,11.250716,6.1953664,0.8115582,-3.3453138,-8.498238,-2.6882248,-1.2253922,-3.983739,-5.204994,-3.819544,0.5704388,0.55735284,0.59235334,0.6104084,0.60541844,0.59018725,0.6486374,0.753884,0.77692413,0.6381767,0.57293004,0.56215054,21.52019556220928,17.639662090779197,18.6478967846336,16.400228092541422,17.42374570523216,17.655185281192153,28.43372032140165
1992,Women,happy,Women_happy,-504.5685,47.210754,-13.373686,4.3429966,3.2367582,-7.7228875,-4.897778,-13.730925,-6.869737,-1.3632659,-5.882009,-4.151636,-3.093303,0.63528365,0.6241232,0.6183769,0.67239755,0.659258,0.623903,0.6366938,0.6839013,0.6800617,0.7235262,0.6448629,0.63670516,18.62425348067924,16.888756944740322,17.79717304229647,16.023988995632784,17.36991616153948,19.065500077412832,29.648126702258587
1993,Women,happy,Women_happy,-499.81458,46.448856,-10.837826,4.436974,1.7646488,-9.260052,-8.570982,-15.01621,-8.573403,0.33894083,-8.942933,-6.481898,-1.8619422,0.6215309,0.63730216,0.6730782,0.69860536,0.62392527,0.59817344,0.602404,0.6406212,0.65491986,0.66876847,0.68675536,0.6251277,16.730416806484868,15.84993382163753,17.181799284749026,16.76936907672167,18.502149876910284,18.987954027584536,29.018299766994204
1994,Women,happy,Women_happy,-508.17755,41.460255,-21.498178,5.9435782,-0.7996583,-9.986516,-14.10417,-18.742298,-4.9643426,-0.42191654,-11.885173,-4.9764953,-0.68917793,0.55716103,0.5957742,0.618268,0.56340003,0.509947,0.51370794,0.6403247,0.67474204,0.64108866,0.64422935,0.62831557,0.573548,16.27786270977486,18.562733668865143,18.60584484894505,17.52538141820156,19.3024393771442,20.35092081409631,29.64539054757564
1995,Women,happy,Women_happy,-510.5498,52.803085,-11.452152,6.367244,-3.8612573,-13.127333,-9.907166,-19.36895,-8.676904,1.0268124,-11.409908,-4.388609,-1.291952,0.63118374,0.6468108,0.68946105,0.64910847,0.5575132,0.49364778,0.5392133,0.6401646,0.7171089,0.6801637,0.6285163,0.6087976,17.017248942400467,17.259954213357982,17.223469426382923,16.277769002524323,18.05444732415152,20.649377905538312,30.02812216914498
1996,Women,happy,Women_happy,-368.971,35.7742,-31.029583,-1.4090163,-4.4774904,-21.68339,-11.093048,-20.3477,-17.057114,1.3080359,-15.019623,-9.828567,-2.2231226,0.49446225,0.4762492,0.47690403,0.49003968,0.5294873,0.5489707,0.64962155,0.7111302,0.7207438,0.6890466,0.59456146,0.52731514,16.912726849216902,18.601570477779017,19.91955277817739,18.19416112036399,18.248231385384173,22.98564032952587,32.10082456136768
1997,Women,happy,Women_happy,-389.50662,32.819843,-26.780355,-0.6733528,-0.2518995,-16.850592,-12.764047,-18.492342,-14.931576,0.7757167,-12.429054,-10.642916,-0.00048248342,0.51291245,0.48712528,0.5096559,0.5057659,0.50665516,0.5060619,0.5641418,0.67793393,0.7742712,0.81596476,0.71169055,0.557979,16.28559993029843,16.56355124657576,19.38415647309922,17.55855983977274,17.883572951485817,20.549655793002486,30.457122032635684
1998,Women,happy,Women_happy,-350.65256,22.613714,-24.537485,-1.0684712,-6.5061884,-15.625878,-11.693091,-16.132162,-16.734894,-1.9855138,-12.766948,-11.449246,0.50466084,0.51813406,0.4632547,0.4765205,0.47797802,0.4819792,0.52400094,0.5557659,0.59926933,0.7101251,0.7453821,0.7547615,0.65783566,16.91858110598567,16.264851070482468,20.184601881639505,17.99355665224826,18.57782578690192,21.30046072195067,32.12678457576242
1999,Women,happy,Women_happy,-358.90125,27.535181,-31.962467,-0.36311448,-2.448176,-18.23086,-10.627407,-17.785187,-17.73653,1.1171312,-14.733572,-8.287955,-1.5086503,0.58538586,0.60887337,0.6049265,0.5779453,0.56932753,0.5820387,0.6189342,0.6688245,0.7323103,0.7341629,0.69172484,0.6016359,15.702021611837669,18.435845337224787,19.353040708107248,16.63879840189311,17.416277365097287,20.8517961034184,30.65192249130088
2000,Women,sad,Women_sad,-625.2487,57.48581,2.655397,14.416703,6.8946824,-3.411438,-0.43484038,-12.172927,-2.5254445,-0.45405132,-4.3873153,-4.540522,1.4335067,0.5471399,0.5534062,0.63127553,0.6007303,0.49812257,0.4979136,0.57284003,0.8116482,0.8098231,0.70147514,0.6054403,0.58099633,19.615597070843524,16.64594015000971,18.03284114661767,16.172218376459966,17.22047968622056,18.880113786850345,28.681729093882915
2001,Women,sad,Women_sad,-599.1757,63.982143,2.415955,9.255474,4.669684,-2.6097593,-5.1492877,-16.737452,-3.6940508,3.7170963,-2.6698074,-4.715375,0.61740214,0.4774935,0.47870097,0.5169697,0.5369325,0.60556525,0.66375774,0.74259305,0.7263755,0.6869274,0.6264034,0.5919885,0.52850777,21.985163470867047,15.36099844359856,17.444570643445836,16.611335453487992,18.754618374403293,19.13934519887649,28.23641419518807
2002,Women,sad,Women_sad,-614.9967,65.77729,11.100345,14.715131,6.7024517,-3.3193698,-5.0434666,-15.668362,-3.8428304,-0.42481896,-7.6066895,-1.9414661,2.1300604,0.57384974,0.5672252,0.57946974,0.5827485,0.5483913,0.5558657,0.6090282,0.7267593,0.81435806,0.70236325,0.65283006,0.57134145,19.327986433034223,16.350758086167563,18.7788699325685,16.457526147925066,18.404219957182416,18.70054574721774,29.01860714281525
2003,Women,sad,Women_sad,-617.28754,69.173065,12.7339735,7.9743505,3.381661,0.016894272,-6.168879,-13.245247,-0.6915994,0.4964025,-7.5112433,-2.4346232,1.1850977,0.6463574,0.68101394,0.65073556,0.61879945,0.5514822,0.6195214,0.73866564,0.7807504,0.7351622,0.6805714,0.6434154,0.6505839,21.87389911163396,14.899553749079374,16.8054201565866,15.381530134750344,17.70967042164721,17.628000600430425,28.10163372786693
2004,Women,sad,Women_sad,-515.6789,56.442783,-8.761332,14.13161,8.331362,-11.135428,-5.8541155,-18.03782,-5.704611,-1.1189396,-8.784575,-2.8677897,1.1707468,0.6617494,0.6606205,0.66410637,0.6255184,0.57660246,0.5925763,0.57988393,0.63437414,0.6574034,0.66424286,0.71701896,0.7165758,19.209502699772948,16.660025466851152,18.59667697844608,16.5405287339896,17.41841307750068,18.73271073794379,29.87134472284973
2005,Women,sad,Women_sad,-548.118,62.832138,-12.397731,14.755634,9.321311,-10.15891,-12.803678,-25.204638,-5.1352525,3.276742,-6.274235,-2.367391,2.0933795,0.5961605,0.5404651,0.5477343,0.59091663,0.52709407,0.5155657,0.58141387,0.67198163,0.73553467,0.7231291,0.73684764,0.6507841,17.530498009838396,15.850773350892174,17.579794566281112,17.89566481388876,18.274907332774617,20.1853578615758,29.62794509721765
2006,Women,sad,Women_sad,-597.5862,55.379177,13.442137,15.541101,6.0584784,-1.3925292,-7.597075,-14.7811165,-1.3538692,-0.48245868,-7.4021163,-1.2247996,1.7928221,0.67183363,0.60967195,0.5789197,0.5821794,0.627208,0.6595674,0.6870605,0.71379405,0.7287956,0.6562982,0.6602459,0.66718465,21.176217258038573,14.319324210323549,17.29853701502574,16.083154950028426,17.992189450543947,18.158678045162123,29.049862015036656
2007,Women,sad,Women_sad,-583.8257,52.43445,6.123773,16.678576,5.150655,-0.67995495,-4.4190865,-16.738937,-3.3721979,-3.683744,-9.4383955,-1.868059,-2.0549345,0.63457817,0.698098,0.6509666,0.5894605,0.5574577,0.61113364,0.657559,0.74476904,0.7169009,0.6651511,0.6313864,0.61844915,21.614236571363342,16.025385301092843,18.56258581919277,15.911953667004358,17.773597674445952,18.6719336202072,30.19092349748756
2008,Women,angry,Women_angry,-518.2838,68.48586,-9.943721,11.303438,-2.5829144,-9.455726,-10.734489,-20.5555,-7.468078,-1.9262786,-4.2146006,-3.9697611,3.1706767,0.5505447,0.5324392,0.5803162,0.5729291,0.6112146,0.61925495,0.6691274,0.70287895,0.67850417,0.63041604,0.6517743,0.6183208,24.059743445817016,16.244746228984564,18.013245213835393,16.33501766885971,18.4337637880052,19.519917137885773,29.884585241518163
2009,Women,angry,Women_angry,-468.6393,59.66842,-20.138079,7.1087484,-5.4913654,-9.166763,-6.6897354,-16.227455,-7.3113074,-1.7222232,-4.2760344,-5.876645,-1.8095379,0.5410016,0.54294044,0.5740227,0.6720963,0.6384604,0.60792625,0.6515129,0.7210296,0.74379647,0.6597215,0.5917184,0.5281177,19.156711038451427,15.434536844792644,17.69455388696198,16.768460624808867,18.83301540410201,20.75035178221884,29.27896944175173
2010,Women,angry,Women_angry,-501.3126,60.86401,-9.3776245,3.5199926,-1.775321,-4.208914,-10.812033,-16.314167,-6.346751,-0.60314745,-7.6852784,0.28657645,-0.27572745,0.5906652,0.6410917,0.6256124,0.59878844,0.5896271,0.64279056,0.6747948,0.6587439,0.6564354,0.6691078,0.66664857,0.6178988,22.74365804366725,16.04667495601088,18.22146501640112,16.753397106540938,19.01775986158269,19.687099279860966,28.927577429427217
2011,Women,angry,Women_angry,-505.82498,64.863106,-13.799237,9.80618,-4.0070925,-4.7443767,-9.789073,-19.76545,-1.1070582,-2.66136,-6.1558094,-0.35686436,-2.6246765,0.5241208,0.5234254,0.59256417,0.5676703,0.5829282,0.6278992,0.65602887,0.74041545,0.717061,0.69220966,0.65867406,0.5785081,22.859274539482687,16.202852851110585,18.79563113187064,17.36953046531188,19.02810932921121,20.925431095466,29.65756243761748
2012,Women,angry,Women_angry,-354.26566,40.193707,-21.297432,4.760324,-9.576828,-12.500668,-7.6564536,-13.9848175,-7.5631237,-3.7926717,-8.452634,-5.365898,-4.1031766,0.61132675,0.57863295,0.55739766,0.59755796,0.5728599,0.6085677,0.6227614,0.6021598,0.61441666,0.69303566,0.68393487,0.6893477,16.836153861756845,15.915383044220391,18.90492835887701,18.37688175092677,19.232690806529565,21.08639489070885,28.53872780494193
2013,Women,angry,Women_angry,-371.86716,43.723312,-25.273563,-3.1284657,-13.085105,-11.712301,-8.095302,-11.312628,-14.43049,-4.6569095,-7.9266357,-8.266139,-8.006007,0.45759368,0.48511872,0.48851803,0.49746436,0.5192893,0.64616245,0.6891817,0.63797015,0.62898403,0.60004276,0.5203433,0.48601764,15.954444995334484,17.49280987205532,20.04018364656155,19.770157362791885,20.33666302492363,20.38180718161299,29.68476611355562
2014,Women,angry,Women_angry,-393.51218,37.816788,-15.1830015,-1.6139903,-11.203367,-11.281826,-8.465922,-12.00778,-13.907611,-4.7969093,-7.808285,-6.77449,-6.737676,0.5597824,0.5751288,0.6065909,0.66916335,0.6602663,0.6538846,0.68353665,0.6957151,0.72100604,0.67645997,0.64670044,0.60852873,18.228555794876165,16.362267140909466,18.919240019830426,16.855098499128736,19.12601614363971,19.314884394093045,30.08201342245955
2015,Women,angry,Women_angry,-388.4225,34.102715,-20.510456,-0.07708928,-15.108738,-11.133807,-10.015773,-12.520546,-12.692132,-5.0146327,-8.877505,-5.72095,-7.264971,0.61775845,0.62607247,0.6279413,0.57925826,0.518025,0.5722169,0.6342204,0.6361241,0.6475562,0.6466833,0.597537,0.6404385,17.474611791522122,18.804888379899463,19.69473316681151,18.349431960443447,19.247709075803137,19.14672981068147,29.564742402347974
2016,Women,fearful,Women_fearful,-535.55975,54.27643,-10.122787,5.8856936,5.2423706,-5.66516,-14.137189,-21.541687,-5.550773,6.2301064,-5.3825927,-2.9967594,3.1757226,0.724869,0.64041275,0.5703247,0.5562625,0.48792687,0.53359854,0.64670223,0.6391887,0.62247825,0.6718712,0.73575205,0.69933385,16.38914579274686,16.177508278810418,18.178445558990955,18.545796205450017,19.03877591869156,19.59773091272038,29.4792200800342
2017,Women,fearful,Women_fearful,-608.54755,56.206894,2.7529898,8.5370035,3.1182675,2.450969,-5.810445,-12.334111,0.7062924,5.2087545,-3.639379,0.40704313,0.29689515,0.6127568,0.62594986,0.5948075,0.5681466,0.5169284,0.57610554,0.6580742,0.686699,0.70888853,0.7451492,0.7033667,0.64678186,18.96402866049103,16.07474140320125,16.580172958606173,16.545523887588633,18.030789085316385,17.374948740096205,28.75947875762654
2018,Women,fearful,Women_fearful,-591.1344,51.86242,3.998514,6.0227137,4.0539694,-2.7402537,-9.367661,-17.51582,-5.8044724,4.084997,-4.6696863,-3.7699628,-0.641643,0.6803226,0.6341766,0.564717,0.5284087,0.47781163,0.5403858,0.60371536,0.56559336,0.6042466,0.6329867,0.6409992,0.65649366,16.921998463205632,17.4895798846117,18.431390959410862,18.54950394875473,19.245173009113607,18.38539514487901,28.414718310328176
2019,Women,fearful,Women_fearful,-589.4585,51.280373,5.9637885,9.20992,4.6537924,0.08788202,-4.8003874,-12.06704,0.38634536,3.2466998,-6.095489,-3.7038393,0.5167563,0.5831744,0.56967217,0.56816286,0.55167186,0.57642347,0.5971181,0.6265493,0.66897166,0.706843,0.7953031,0.7973252,0.6707764,19.583430135956803,16.210744519552147,17.899402204552327,16.045962539744377,17.510789299936704,17.576197798955313,27.80264224035817
2020,Women,fearful,Women_fearful,-431.0505,38.565186,-20.045265,2.2845352,-4.3333926,-14.74146,-12.95555,-16.387035,-10.419615,0.36296868,-10.754466,-7.8368278,-0.18674363,0.5891559,0.5912119,0.6366071,0.6520939,0.6512562,0.6291389,0.62228787,0.59020793,0.63703394,0.7420795,0.7122998,0.60817516,16.800264210403995,16.31313916349771,16.598269094585316,17.047858644907823,17.65571126973256,20.091166054470115,29.22989893465246
2021,Women,fearful,Women_fearful,-470.18198,39.216362,-22.51154,3.4969604,-1.9454896,-14.374555,-9.80891,-17.477217,-9.811729,1.8175561,-8.034056,-8.832034,0.8135456,0.6225932,0.5945146,0.6060978,0.6372507,0.6706123,0.70160925,0.6477814,0.58002007,0.60236156,0.6518295,0.71446025,0.6629098,15.816574991449716,18.670120930786453,17.89026294297941,17.9312902396436,17.89203118242483,20.005758151743045,29.54394183824571
2022,Women,fearful,Women_fearful,-454.94583,38.565186,-15.454337,3.1022663,-3.6525116,-12.872428,-11.219548,-18.066343,-12.213342,-0.22937979,-9.629645,-10.221184,0.50963527,0.52567005,0.49647728,0.48679113,0.4974026,0.5066689,0.5774871,0.5518464,0.54018337,0.5875619,0.6762699,0.6627162,0.5683567,16.460248350193897,19.543326304229257,19.13587578640435,19.24772551306788,19.424553472412747,20.936945468240715,29.65906199455757
