,Speaker,Emotion,Label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
9027,Women,happy,Women_happy,-368.88676523797574,100.04749711931717,26.36713215767631,24.275861246141748,7.519170880907377,10.555545540336464,-3.189022139495321,-0.35484217009757124,-5.432074311026047,-0.13489254597888395,4.191498516974991,-1.0197454852498051,-0.9654123973629931,0.6746445552205844,0.6786160399078922,0.6593108033819863,0.6903829899787993,0.7400725788162115,0.6977092486433808,0.7815955822055891,0.7096523920657912,0.7043958319731958,0.7415412515497687,0.6922599802114642,0.6624997464187556,13.024764999238505,14.086338052001917,15.24551502498775,14.56389801576617,16.718765688679508,14.674078170427965,15.097464735166602
4320,Women,disgust,Women_disgust,-404.56294655903497,131.27599002767064,15.267081971127956,58.2224911400074,-12.90098395765439,22.50751026853575,-16.47540294338913,9.692077780941613,-12.723286740755283,5.180456882524066,1.2112023693830662,-3.900332321788632,6.110499426025545,0.5617477302235055,0.598081429148674,0.5004660690941592,0.5500375361027781,0.7196614334043426,0.5812332723783634,0.5621874447927464,0.6183830523579097,0.6865886479718207,0.7274249045407389,0.6284347128009127,0.5058882912484309,13.805080528379907,15.591324583270463,18.842870836297777,16.68172203437831,16.145327136840677,16.882296043987193,23.727771713425803
7650,Men,sad,Men_sad,-159.04338068038086,22.788893269592688,15.006314392986072,9.224225535332181,5.730867684525744,1.2840034335095172,-2.8516453504497297,-4.0317810941603325,-3.619661499826943,-1.9758962116619552,-0.17846426388552006,-0.45549870500498585,-0.8344906858069774,0.7814571923575665,0.8469597835093717,0.8707768486575312,0.9259404265822359,0.9113644094888254,0.7771827672878462,0.7153282304543083,0.7685306871949437,0.7823212564203611,0.7854424611198567,0.7963578650290479,0.7851972126494073,12.981199378054233,12.479162537749476,14.495301116529907,13.14584197682341,13.94983631125081,13.5785121826778,13.540330663983793
6280,Men,sad,Men_sad,-198.08174308503789,29.63365838156799,20.67946419869031,15.590008236614377,8.331880766395798,1.061688289898617,-1.3295477134729259,-1.9759091933604949,-3.5037529928468496,-3.708319897357563,-3.869608564568723,-3.372017765479995,-1.0944828442481531,0.6665308462739642,0.6752756037237593,0.6659139093527162,0.7458877670377038,0.8407314177672754,0.7456818336986792,0.6366685009431563,0.6212400254826131,0.6068150079958428,0.6362909013638999,0.7483129312094491,0.7132788577465392,15.066458056741702,15.934060523078804,16.80543904505431,14.003328202119665,13.978847429671239,13.828019618848348,13.548371672938993
1888,Women,angry,Women_angry,-363.31310012129717,19.362227652984807,0.10395601160482197,1.4874464038262996,-2.932771270745822,-2.627767564118068,0.6862088706737655,-4.764925520294559,-4.768772034412303,-3.100237870689205,-3.527416604511598,-4.047535410622212,-2.191854423285812,0.7616180416222049,0.7607417868363247,0.7691846200833627,0.7737735442060959,0.7421364914154336,0.6483959096569951,0.6412172010719894,0.67439016033086,0.7433981008367047,0.7794262720863625,0.7515954587345276,0.7360050157610428,14.194570145869259,13.995557996537858,15.821665403094954,14.447273491203713,15.062114702249591,14.339204771604944,13.811960846098298
7004,Men,happy,Men_happy,-186.94260347804962,46.07079099103877,12.944808026438862,5.01732157431787,-2.431833838641745,-4.344044176204053,1.0273866885090928,-0.831077403928179,-6.011221390739042,-3.074400992361115,-0.3983907334460275,-0.7460282495767239,0.034626728716937255,0.6797417246602531,0.6303510701397154,0.6493271666950395,0.708377073351689,0.7343605605609757,0.6347867944535398,0.6049895333630648,0.637775066721285,0.6194688136460399,0.6394478008439528,0.6702676788829233,0.6511089941324083,12.523295468314833,15.655340060719078,18.251114853293597,16.60452231480184,14.671966997624862,14.839512789836954,13.606896111503694
7886,Men,disgust,Men_disgust,-344.778841236464,100.08570814542462,40.34430666091942,29.613904395810884,17.085611904443017,-0.47651861541476626,-6.886106701729958,-3.4551738656565307,-4.456391579825384,-4.386325741511693,-2.4493021235918575,2.346539325892319,6.160539349215065,0.6573242186216034,0.7050597041699121,0.706976379876806,0.6333820226352798,0.6402703672515767,0.6421236023451709,0.6440842061641265,0.7499089193089955,0.7609569838847714,0.6343445686378162,0.6351440399595845,0.6090739204547353,13.795994541466067,13.575825479203928,18.380948988355403,15.524313274866856,15.905727489577576,14.648468029169084,13.600897743156821
5567,Men,angry,Men_angry,-109.67780372064588,37.04268464486985,1.336721056860612,7.7040759283658655,2.3805411881064495,-12.113655783446937,-10.356131753611283,-8.782678392352684,-5.478603566930859,-0.7321967619403789,-4.044571781519567,-4.303586696702887,-0.33804049471420655,0.7209371976625175,0.711083776731201,0.6873712950992646,0.7380308662055716,0.7786859860573591,0.698402109647754,0.6254434872697473,0.6241615993928922,0.6679912084634053,0.7872100953080617,0.7612715515174794,0.7224502131169006,14.640046849569593,13.505018112297977,16.90164888839892,15.168200297571092,15.376620199691319,15.294594617098367,13.607214789811463
8044,Men,happy,Men_happy,-237.83751108126512,35.99854656453589,20.922197143333257,12.88595442650306,5.720317180871805,2.144389752887609,1.5156632602375189,-0.6885148178923439,-2.9265199217126483,-1.665444112233721,-0.5356089731097986,0.277307048952882,-0.40409657002075144,0.785840845448873,0.8285424499044611,0.846352773078067,0.8609240245135676,0.8877639830704245,0.7975858089678707,0.7110919746294595,0.7465543829881034,0.7678183706500495,0.7447792751208892,0.78016563492411,0.7587434734923619,12.824734940624639,13.541837376871023,14.755160038198458,13.924957176367533,13.765347968930259,13.92443659178881,13.658523148972515
9478,Men,angry,Men_angry,-115.57607109463291,30.20890600871563,10.550662520744611,5.034404795755785,-5.324986875060942,-11.020063916860323,-7.378295206991628,-6.059068909979066,-4.492602679159644,-0.26512555056107323,-3.3520258808962202,-3.997558755676704,-0.31465723366477916,0.760090066224932,0.7761160391367053,0.7938658894894044,0.7654360182237728,0.7406391856127076,0.7131306478306557,0.7439005486903233,0.7648117983605993,0.7246592114876418,0.7330763397343386,0.7280625746514511,0.7832605863281054,14.608313831653284,14.127930259772052,16.13901493648546,15.587566837297123,15.041712099106718,14.82494535381968,13.628441477442788
5559,Men,neutral,Men_neutral,-281.59117636182714,40.05559149915908,26.65499445411322,29.5238143823124,9.567118778007181,10.535186980047104,1.0926053889241267,-2.921826100676033,-3.452841728021767,-1.7573779713177216,-4.402200268842166,-2.2868323275658238,-0.9207871464479201,0.7848443319667778,0.8211997118348158,0.8001474131419696,0.7731053862880976,0.789665636281824,0.7306865911608337,0.6928997256915671,0.7241622689573249,0.743563326173728,0.8444743202502863,0.8502534755493659,0.7713872780927091,13.880857837004305,12.978346374092808,15.862747361815227,13.328423296714668,14.351676563474419,15.396382381711792,14.514165926968298
8471,Men,angry,Men_angry,-127.98874368130001,47.65673006966333,13.340790524487703,14.156598720046908,-0.5599940534367019,-10.84558989257299,-13.975092649147761,-8.879154995254094,-9.984917429264001,-5.56242405408425,-5.550852087126331,-3.964030284447386,-0.637158737739251,0.6754190632482999,0.7015244511902772,0.685191988620532,0.680441261959522,0.7092264311932751,0.6769243141106005,0.6702531916160952,0.6870905724097907,0.6963039571864336,0.7058322087977361,0.7030035250059029,0.6574926820846051,15.602842350185075,15.316544267006291,17.273647615725952,14.916196522015369,15.477538959845111,15.716423853052591,14.623458957617338
9943,Men,happy,Men_happy,-294.3848105189612,57.612131591324456,31.584926908888985,22.563978590050557,12.944870219605917,7.6850837116310995,-0.8740689847003293,-5.4205630230775625,-4.0848583263810445,-1.7308906720949913,-3.3584757828179455,-2.7733508977781662,-1.8090574992910213,0.7129994697247147,0.7209066300042835,0.7583085447629414,0.7514366433806111,0.7689624673573967,0.7854269815545261,0.7064333125391931,0.7038710100154175,0.7228058359811094,0.7449542554463653,0.7343438475318724,0.7239129175249757,17.722563095856202,13.750905019281891,17.343124601359687,14.605940856620876,14.632295435236731,14.394549668082671,13.95334990876658
7386,Women,happy,Women_happy,-106.55025096824055,24.484680337923585,-0.6166005325472638,-0.895840641395935,1.0527411947428549,-0.8368204186882667,-7.072963048880532,-8.823900694921663,-7.050327107981754,-0.8653405049928338,0.0027989262707286437,-3.927526222813803,-1.202928795431804,0.7139540196880789,0.7229114034323172,0.7784116979060257,0.8255371383562594,0.7795864824900749,0.7111946038741103,0.6414079548625327,0.6171154320480021,0.6238407871760072,0.6078935443902497,0.6146789814595205,0.6521400200607828,10.770506069744313,14.376969845535667,17.174001450802376,15.209942342164311,16.257140816724885,14.210720060158472,13.765220607709729
934,Women,angry,Women_angry,-126.9948494643871,3.6646532547405988,-3.419600594644447,1.2627447380074333,-3.2617018810944822,-4.63167768986174,0.2889993635655106,-5.387317801416679,-4.592115439205389,1.2594826111624493,-1.9211426142965686,-1.6414936773339004,-0.6975286688040361,0.7693700637231552,0.776381049368723,0.8027737893524135,0.8207315404074951,0.8282101345243006,0.7811061486322025,0.7060555873756235,0.7103011421024084,0.717741517781007,0.7511127673829618,0.732369057588993,0.7442112103691477,10.565641952423912,12.407284267272647,15.019640978360485,13.958629330428954,14.769068008826842,14.68451782895316,13.579734434880038
7556,Women,sad,Women_sad,-360.1780356547591,82.20720743907273,35.675762291096824,19.7525823954396,7.417660175992835,9.195004085548755,3.3866386214627253,3.148828669108977,-2.278604448478261,0.6165502794351665,3.773343521720634,-0.8544872805771755,-1.3124907539579531,0.7213267673689417,0.7043606754925502,0.7314892274899865,0.7872870614310524,0.8024670108320897,0.7739964143030194,0.7152587938836096,0.7516193667644894,0.7599649123787148,0.7533938243549653,0.7720201085197523,0.7892718298576191,11.530430261356585,12.888191547186644,14.699257807552609,14.457753494582384,14.343656710345405,14.448781224175725,14.00600062662353
5824,Women,disgust,Women_disgust,-278.39922481873595,48.34657649903831,25.29337450158404,12.66175174869371,6.582052055636964,5.378320370333232,4.231368511621849,1.7673192199629908,0.13883872103744288,0.7590866488279047,0.7133361076930881,-1.9809677605578941,-2.2708842117787658,0.8127060336479853,0.8068042875376679,0.7417387998010354,0.783919401242594,0.8542250661975124,0.805344157764886,0.7514966852882179,0.7337025965766709,0.7151187018399524,0.7871014561168368,0.7871374648796337,0.7401418699293975,13.150695164758506,14.146682987886198,14.984545966242068,15.334796925771771,14.349009676989787,13.762455367396225,13.60257545634395
7620,Men,happy,Men_happy,-104.87517666295999,33.310660393672656,2.340272442063821,3.3696233674563447,-0.06035438366138857,-9.386554865051654,-10.917817549225889,-6.114622744846171,-3.2697511539110238,-3.2758739257259673,-3.830390105609417,-1.8584988073557964,0.21456844375568565,0.640155148301777,0.737024762184493,0.7737372989755661,0.8242224412990208,0.6860393285106896,0.5804135309570827,0.5022784502373289,0.5241332406414188,0.5580131781113837,0.6592293220639759,0.6928373304482875,0.6158100369196909,11.5296372890587,14.622695589395052,18.475247576929547,15.379299667885707,15.334001142174243,14.453981422272273,13.834038553741417
4278,Women,happy,Women_happy,-346.8482896159962,81.9806474080241,31.844842038260154,22.086837172989345,14.293467179525605,10.708446321092907,3.9291973904239335,-2.012622087691426,-5.766649850041938,3.4338181197218,5.235066845386618,-0.8275134507371726,-3.4287036761549774,0.5232574393301582,0.6502903580495757,0.6584617364767619,0.6696216135732068,0.6781292216998116,0.602554051373832,0.5885070359728012,0.706194053097147,0.7471811743847492,0.7620832423077503,0.7091932462762962,0.5753946975134996,12.965711453166008,15.194901152811957,17.578625317584073,15.509967661954681,15.744287002126974,14.607803057275158,14.222784951496788
2503,Women,fearful,Women_fearful,-185.783007724338,5.2394700102344425,-3.527346337490801,-3.18527225322767,-1.8167165487872223,-2.484566838332455,-1.9625030349643608,-2.9715742566321106,-3.726625831973217,-0.8577448237813876,-0.3749171411404451,-2.04504482805374,-2.639454476948977,0.7219587846495338,0.7550682144399096,0.7651210261410281,0.7965090093514904,0.8321256372580523,0.7368125351514225,0.7389569354407548,0.7592363907426661,0.7288341597766512,0.6961730831004421,0.7111385811816613,0.7163212999834199,11.090624778705909,12.811796699704567,15.590008790033043,14.667193425858747,14.537944482685653,14.019639735499561,13.526479391580434
5913,Men,neutral,Men_neutral,-316.3726035634869,59.03239429959252,35.65598543435983,20.080622702067526,6.902585995442319,4.799533813823269,3.9728952106499276,-1.588390190754242,-4.876007328561437,-1.0634520795680709,1.0933536638410992,1.8540769239303632,0.07112396283008436,0.8040851903281838,0.7642404171102662,0.7583393979623088,0.8869793981359708,0.8467151580121479,0.7613878416532313,0.7893750221828826,0.7244274145250184,0.7492408797364101,0.7860993821631949,0.7682382176652311,0.7655766542537397,13.357902372843348,13.093389674421049,15.62428744346429,13.867945755789854,13.851341061061497,14.290597251926249,13.765014828407649
5271,Women,neutral,Women_neutral,-263.23966179401606,46.075902710621214,25.298341381251053,16.88291264927148,8.459795094911621,0.7863006326518143,-3.230179429220288,-3.725813919644335,-1.6196080825159331,0.22210742262964478,-0.32531576118175193,-2.5182610942223658,-2.4079979525671824,0.6986863629863105,0.7748169794940993,0.7538115991914521,0.7748044240867977,0.8442969882222597,0.7949037685520461,0.7042626703119889,0.6995168947122964,0.7089742407847107,0.7522716599299912,0.7571310876398574,0.7080790086112349,13.729521229717827,13.242553649877333,15.82887896070278,13.9955717900916,14.602807432887584,13.922562805154184,13.46110239119688
6661,Women,angry,Women_angry,-176.64480661103158,26.833162690281526,8.44296796046727,6.663837167043763,4.714929577171038,1.719179057284788,0.9429072020438571,0.308807569263817,-1.0294775184771694,-0.7666186037598175,-1.252313626764023,-2.1080395357525354,-3.071365657518784,0.729718990404444,0.7541208379312935,0.7797333269758265,0.8324715761575677,0.8152781247984203,0.7315062608811076,0.6899057084634793,0.7185897428044292,0.7208508489826161,0.7638435567523348,0.7881556375763344,0.7540734961342206,11.860691511378743,14.154038545992117,15.444211384356636,14.033101086257458,14.626486979076601,13.799850637716588,13.632645590712011
2434,Men,angry,Men_angry,-257.50791409609405,22.512764224281483,-5.517570707431958,2.499034315021984,0.4736353677999102,-5.345682140582442,-1.0712746047680302,-2.1434256822721505,-8.728164584712271,-1.2046555642767676,-3.2496083070915738,-4.315225046544777,0.49032649171638176,0.7902217581061767,0.7787609459727691,0.8369864108186583,0.8358094143311892,0.8213693424320038,0.7656635560659242,0.7013904307253045,0.7718650051171125,0.787252418974691,0.7796923895811088,0.7490216367326932,0.7759431312755704,14.688414617464634,13.043024252970111,15.500592333864892,14.672642000644244,14.966386960159204,15.839148583782729,13.91866960556343
4346,Men,happy,Men_happy,-274.78909897704165,52.73375466568734,24.24691363474312,23.982895778874095,15.136804716457604,3.1265769561248584,-0.8826043080614296,-4.060372021835807,-5.12324988837945,-0.3422520455418023,-2.0075090974005843,-4.368646301574887,-3.481102023563187,0.6986326697127657,0.7287194514878436,0.6992657783620908,0.7499569889012058,0.7976709077133183,0.7531800899275273,0.6507850290254282,0.6637551215250211,0.7079264177869049,0.7444049876969661,0.7756195157805323,0.7224491295645846,13.546796356054088,14.15905885865176,17.09176974571039,14.046141687958473,15.182475711314465,14.654817026884135,13.657562404764487
1579,Men,happy,Men_happy,-256.7877626403737,19.409355651661905,1.503405863638156,-2.6623780738765226,-0.7826376651131787,-0.6512431328724736,-8.162404121745993,-5.407912791028766,-5.036481518370828,-6.35417782986565,-2.2111170528749278,-4.807803426376859,-4.560619898917631,0.7508726042294878,0.7438804693590614,0.7634154412334568,0.7854480603303402,0.7450297460952852,0.6741742479818398,0.6334726787339511,0.6713020537961901,0.6862231661214035,0.6999441679960711,0.7179529866583393,0.7469795489348503,12.933492449146573,14.777926423175515,16.767274631836628,14.78704795938889,15.459217265972732,14.42481931840973,13.965102682833955
7565,Women,fearful,Women_fearful,-247.38450936989906,38.01494430883796,19.05070391837485,15.855170103013254,10.76431477031301,2.22192076846573,-1.759863070633185,-0.1306698181960334,-0.994923496638584,-0.982925366788134,-0.3949059782551086,-0.9188799164400423,-0.8411203100277507,0.7666936401805016,0.7614613573132254,0.7841078412555399,0.7716167200857553,0.7578942109295851,0.6642168234431717,0.5944850885931143,0.6658497973211182,0.6774659953663918,0.7064585159032363,0.7976914579595037,0.8027113179091141,11.700240700340709,15.054973223755235,15.482590386872653,14.521061875037123,14.695050703169354,13.989387956479042,13.548375406627096
9447,Men,sad,Men_sad,-402.41969614886534,87.29930239892668,46.45027925247717,33.4834508520073,14.784174301406253,9.92477276540103,2.9039855655872873,3.311906663985099,2.5196300900691964,1.3560419511843014,-1.7986902587587195,-1.6204728983172074,-0.8723436972041814,0.7278038083550866,0.717061960250136,0.644608384156747,0.6548105676374167,0.6977658526356534,0.7447279771069472,0.7624293553115037,0.717219532738218,0.7552628998277549,0.8513744705024059,0.7231981648267098,0.6695911179660758,13.456318833742772,14.709038352640395,15.270501580012047,14.343719605975162,14.860135135719906,14.179721177237434,13.843399599020094
2653,Men,happy,Men_happy,-324.456348871262,20.680197232044044,6.084308121387879,6.592373539824702,3.5475009915494313,-1.8217482335919162,-2.4160408290334408,-3.335205765270758,-6.027025454857096,-2.79380500611886,-1.5295546469993984,-2.773880968229864,-1.2394142214616628,0.7509137424582467,0.7725130788319651,0.8319545894538758,0.823426546917087,0.8360252806913914,0.7670679522216269,0.7005439593444853,0.7292812922311438,0.7311065731319432,0.7417623755910238,0.7945709627243277,0.7814506889015482,14.885336621925662,12.567816598462326,15.178144333687586,13.410166829911333,14.353709864981045,14.174503681218074,13.536140078611563
1098,Men,happy,Men_happy,-329.0246499929064,19.29204234634961,-0.0047415910667579836,2.453443044556909,-1.8145362501661142,0.37856110349861455,-6.933034572441607,-7.732209406245126,-6.6474206130949485,-2.5724127050494268,-1.437830604936348,-4.660441599039045,-1.1003336828846406,0.6903015227556569,0.7156927592058269,0.7474840400753127,0.7614740229731101,0.7439066131554519,0.6938479744778333,0.6377478550568995,0.6391784034354105,0.6925461241985015,0.7305375330763771,0.6980734351078598,0.692484486575821,14.825225414947248,15.164910016606026,16.712547717464695,15.44000132127881,15.971793447862677,15.517518548596493,14.132620672115689
2088,Men,disgust,Men_disgust,-318.6967622193306,14.268512909788159,8.223634676116774,6.519548446079086,1.57948006533378,-0.535204325173462,-1.0987107933937872,-2.3370557243426373,-4.549450825302382,-3.4200394625862565,0.09181412613844027,-0.534265193992103,-1.8676651768594874,0.7720219078893993,0.8231188383671914,0.8441459326835848,0.8751585291194975,0.8759799944809156,0.7720146764820336,0.7122442755932346,0.6980880364101194,0.7208939526399529,0.7600419103600652,0.7735363355196024,0.7572750901999064,15.392191843189616,13.400521520481375,14.732087262102263,13.236099655207335,14.10509426144976,13.607098457487798,13.512035591875485
4157,Men,fearful,Men_fearful,-214.77043833075328,22.35815454938027,20.222588330304273,16.293657024944295,9.719060068828131,5.438312264874692,1.9095313261122542,-0.26568953513509946,-0.8431934693686438,0.15255482026316064,-1.6538779222887086,-2.6044885555291493,-2.2802360049719153,0.8241395814098762,0.8570584825057067,0.8344257697295452,0.8442807373637999,0.8544240216006148,0.7784290363631767,0.691387671923197,0.7142303401477114,0.763160460442553,0.7925232186685008,0.8117257365014281,0.8150797957780674,13.583504046982325,14.455458604338244,14.273657057954876,12.854174055510303,13.396964040023736,13.822246190389178,13.822452618207008
6390,Men,happy,Men_happy,-152.35835618186093,21.437186901586802,5.736832359779515,8.804939814230213,6.694955952045167,-2.7940019819039605,-3.7292968111390747,-2.092822013061571,-4.228765141238362,-1.5166404872775383,-0.4853649309291594,-3.380316688368128,-1.3489121354032094,0.8148298946003303,0.8883792250644889,0.8456523676227622,0.8253582750081475,0.8010439266090413,0.7631515646445857,0.7444746932481491,0.7606803686624096,0.7746966154692884,0.803726724279934,0.7874826448590141,0.7792288246823849,12.626320446241538,12.760623677253827,14.987341547345302,13.55624000515259,14.376135867413591,14.299432805551318,13.561130458874812
5289,Women,neutral,Women_neutral,-284.1222789627113,51.610185510228355,32.48310054070376,18.550017238645253,10.145829039182674,5.092772103220256,-1.2999159520295172,-4.675928327613895,-5.147976429715737,-2.1250902226796993,-2.396489941868987,-2.730997655780048,-1.9586398854022833,0.7628138533445685,0.7469723251192891,0.7012127935568985,0.6988463813680131,0.7375114076923133,0.7820956401153111,0.7267995706402322,0.6946464964852125,0.6885122527706645,0.749535636963104,0.76486813334043,0.7512927162070807,14.319605680423603,14.19109267076612,17.227068400523407,13.560312297966481,13.783818914192425,13.689092310786657,13.790866708091233
8897,Women,neutral,Women_neutral,-369.7280740433534,112.641915556395,27.166378094166628,27.334313250522392,4.847955322630937,10.001565310429275,-3.786776278228309,-1.8627325172064202,-6.530045292089861,0.6973830210957769,0.5679107733411062,-5.493673477685695,-0.21002206076071955,0.6079287747583787,0.5703815218240421,0.5889993111105324,0.6292872098004441,0.7232001206297289,0.703359900713031,0.6972055568261437,0.722190887834238,0.6725916468240608,0.6374043750848067,0.5761967146580731,0.5605766364496202,13.640285437923488,14.223830095308925,18.259386494076168,16.960066524324645,17.032651376143185,15.433577963669507,15.281094340585168
3872,Women,sad,Women_sad,-408.5134739552352,89.95350202977687,44.28841115846428,32.18285705922923,16.774122519989582,15.065146457085383,4.3794956314142635,2.9832849699849806,-0.7298364777210792,2.2499696926779658,1.0118591243023227,-2.2932255395723313,-4.449932305281157,0.629112762216424,0.6527065170270563,0.6335301547988309,0.6368818509990695,0.6766606513735689,0.6795023266301402,0.5845823244810362,0.6322878765889878,0.7417720916136012,0.8034646221716263,0.77605338709132,0.6755810559122893,13.263758196598772,15.428231036321952,16.652376086416226,15.559593926239476,15.245421725195056,14.24801211737602,14.362193827723159
128,Men,neutral,Men_calm,-349.10706908620284,17.044750379156696,5.533329678178362,2.9711435856764585,-0.19429260918532357,-2.2664227581396394,-4.4894841937058505,-1.9083822064497158,-2.0786062509381393,-2.7939834851273555,1.2501942023405972,-0.8329163050971026,-2.356709155781514,0.7990098885637545,0.8163589382937685,0.8312648979710594,0.8383768326764945,0.842496472621284,0.7424093579996998,0.7066453784190256,0.738263941904195,0.7819117643199825,0.7474781451107694,0.7575366801626531,0.7803175729233831,16.06161751552353,13.040836078925405,14.79517239963426,13.907634315502664,14.172994202615193,14.057234232468627,13.546802359689874
367,Men,neutral,Men_calm,-414.4655907852637,16.888992563458352,6.211236704199935,2.637579857648929,2.2352467185723652,-1.0551314955458269,-5.043509178032638,-4.929454996825512,-3.1247143014683014,-3.366638794939566,-2.306314198895503,-0.8367862751960116,-0.4579933827050901,0.8454780441165533,0.8369711973322629,0.8290409241712055,0.841819878204292,0.8422174748394816,0.7658324243144863,0.7027268803402544,0.7396432159260435,0.7575085892233194,0.7587081352886946,0.7824544678730294,0.8160672223618284,14.06471043444171,12.655033624633168,14.761854040119593,13.56610013594523,14.406541377870763,13.795591139847442,13.699235068267658
3233,Men,neutral,Men_neutral,-300.1976796749004,51.02311660964995,19.896449245316756,16.281928225171928,13.84129688528526,4.46332428009522,-1.1522444281293842,0.3905995748298372,-2.0068690534268714,-6.456358300137686,-6.225074526312326,-2.824768353502729,-4.115612669811936,0.7542834779598946,0.7958123858744782,0.8503282153478212,0.8102057605224393,0.754496274458768,0.7354419782192385,0.6848120681104207,0.7006921128470042,0.7344404385151153,0.7445267335693767,0.7721762051516365,0.7653173897195644,18.03626479462919,14.572210529603147,16.012703947875117,14.232013254758126,15.618031117817422,14.182733080512019,13.52376848936336
1598,Men,fearful,Men_fearful,-346.22935630366425,22.507303734785587,3.202490112620726,3.3222655877284364,-0.35100236725090994,-2.731629289280516,-7.485791209408026,-6.012887588163578,-4.677078664804538,-4.967605582142029,-2.7614379298849228,-3.15571204443277,-3.4071517840901975,0.7733565563128741,0.7653262994597821,0.7830217307867109,0.8604694190520081,0.8704676045672981,0.7722385943352348,0.6752426926005374,0.6726907041320651,0.6923185710744706,0.7082542642442561,0.7345354201866197,0.7884425075859315,16.244139423916245,13.710507411257392,15.835105021715528,14.593491952994166,15.165175354061631,14.503443615871078,13.948660189417685
2627,Women,disgust,Women_disgust,-465.16466381155476,11.347656997126796,8.225017545973346,-0.06825226626477611,-2.0152515027427134,-2.797686414655848,-6.4923512914818975,-4.751412092413619,-3.626164643387861,-2.46893048674075,-3.778664872608754,-2.279072901568024,-2.3627187317997898,0.7560577027206556,0.7555398671047495,0.7902561873932428,0.7954773932292991,0.7915581095530941,0.6981957453745145,0.6324811045210285,0.6602938437193928,0.7178307988727496,0.7843886765755911,0.8082182639564915,0.7779483638295666,12.717279555403431,14.129102099790806,15.009002157612557,13.766603227499113,14.403120990629679,13.962758227836305,14.162882137523532
2988,Women,neutral,Women_neutral,-344.6983360103549,57.14454271374453,28.06221584602301,22.566371336045197,15.054737277324305,6.981773147377096,-0.3764531377027113,-4.613488993553798,-5.019362962269668,-4.355218356790499,-5.146083662032316,-4.902268995770293,-8.746257402142493,0.6184787269264974,0.6154359778815708,0.6480602601738839,0.6784705264178635,0.7312238951599983,0.6397164906995472,0.6528195176869482,0.6769057756711774,0.751036796786063,0.8338008847186049,0.6591035245674884,0.5918732216156564,17.012981783917546,16.358827267912243,17.755290045260196,14.387006058858251,15.915014209907696,14.363733219523375,13.750055893456947
10272,Women,neutral,Women_neutral,-327.59400700451454,46.5144827596384,29.548472974356137,24.67018521863053,16.509752045245406,8.845865004336561,2.0934402948170923,1.2890925131524784,2.648228411084801,3.434774569866872,0.2238802416346695,-2.4719613631112978,-1.9153498011320194,0.7263495963541399,0.75606244480184,0.7809910080636867,0.7826621643749788,0.8325872962303513,0.7734114147865566,0.7143108834025911,0.7269748546787534,0.7822591631455106,0.812331548929674,0.8179795605885534,0.8097452116723499,15.856854712833059,14.028560760088311,15.522801108302875,13.695735811952554,14.519018365996605,13.913593904622662,13.833046417260858
1787,Women,disgust,Women_disgust,-499.49902757295706,8.325221834731114,7.266100998765515,-1.0680505797138058,0.1008564219191532,-3.0112376385685646,-7.361761191897316,-4.2679963513794075,-2.9777254291779722,-2.3192554419778886,-2.5554903483783304,-1.445958166349715,-1.337473986376408,0.7408579255922227,0.7299940468311781,0.7760691704131761,0.8320597944389938,0.757880687087465,0.6725716199251276,0.6492305702324582,0.6918582089395099,0.7708872172899903,0.7484420226722325,0.7404445177594633,0.7293919263877084,12.545948653339487,14.19582145488126,15.461768413020408,13.82827117652425,14.588739937913349,14.183049439233306,14.028079195223965
8523,Men,neutral,Men_neutral,-225.03345685246984,34.82598911686628,21.15441660870253,15.760419667695539,9.693513189529764,3.1160391497590565,-0.3276292198604309,-4.396788342946077,-5.886311774242436,-1.9432098123665518,-1.194831460630884,-1.7395156180367057,-0.05406696204593574,0.8355941213127306,0.8401309494251963,0.8180646584301565,0.7814776510547032,0.8109136101340325,0.7723272593297368,0.76701521611872,0.7842247867090817,0.7641280054622076,0.800378314390366,0.8544775177276263,0.8383323856476621,12.401793310617542,13.184583804308826,15.120977629069342,13.7157212696975,13.932341360007404,13.851840627799772,13.755125998864289
10253,Women,fearful,Women_fearful,-326.81422719353463,33.44111381959354,23.799296216502366,19.968055481158242,15.319930572487682,14.849543746455092,8.220091423217028,4.547996982723608,4.3527203290835965,4.060156618722382,0.01674507333518546,-2.0146060825958276,-2.3160612929399416,0.8143270579811895,0.8043457909022221,0.8153009835145151,0.7962838859668251,0.8008917652575027,0.8020932708926369,0.7701957506149363,0.8335793766508246,0.8401506506840176,0.8306744685690501,0.8387942043312742,0.8378586390979007,15.677383714099983,14.147344339063704,13.548116144429299,13.392658525559238,14.168552008582289,14.20443739932161,13.722961016754276
3529,Women,angry,Women_angry,-83.51663917560829,18.628645868971198,0.7342692782952479,0.3109622662720461,-4.129984959954573,-9.520736996752765,-7.656052328112915,-3.4260084799208523,-4.979126134823537,-4.407481656716734,-3.1726371740113213,-2.8172801643875607,-1.0627199376462697,0.7314421233998228,0.7706137939797838,0.8167109106492503,0.7475053388396031,0.7078643578917109,0.6668767350012764,0.6512985155220034,0.6950330851827154,0.6980907521177342,0.6902351419166556,0.7123342492821524,0.7456511452789898,10.800405662361918,13.339972796084835,15.950164775240781,14.889390378212967,15.547847290605432,14.287348922009965,13.513693977091588
